ticker,date,close,rsi,ma5,ma20,pref_date,PREV_ma5,PREV_ma20,volume
mol,2026-02-02 00:00:00+09:00,4916.0,65.00769045698624,4829.8,4815.05,2026-01-30 00:00:00+09:00,4784.0,4804.75,6259900
