ticker,date,close,rsi,upper2,upper1
bandai,2026-02-06 00:00:00+09:00,4195.0,55.311494252984765,4277.906537555919,4182.27826877796
kepco,2026-02-06 00:00:00+09:00,2584.5,60.25814135115085,2612.9438344841324,2556.7969172420662
mhi,2026-02-06 00:00:00+09:00,4818.0,63.89732920839072,4944.362787969895,4789.431393984948
khi,2026-02-06 00:00:00+09:00,14650.0,67.59646424824771,14826.820166156414,14192.160083078206
mitsui,2026-02-06 00:00:00+09:00,5176.0,62.23912132518113,5265.926010821951,5168.713005410976
nipponsteel,2026-02-06 00:00:00+09:00,676.7000122070312,61.321338422950674,685.9368664320614,673.7584326056791
zh,2026-02-06 00:00:00+09:00,423.2000122070313,60.345538430607164,424.4793436970376,414.0246724588704
