ticker,date,close,rsi,ma5,ma20,pref_date,PREV_ma5,PREV_ma20,volume
kilne,2026-02-03 00:00:00+09:00,2299.0,64.70415512241277,2245.6,2244.925,2026-02-02 00:00:00+09:00,2226.1,2238.85,5636500
