ticker,date,close,rsi,ma5,ma20,pref_date,PREV_ma5,PREV_ma20,volume
mhi,2026-02-04 00:00:00+09:00,4740.0,62.36660077406946,4588.6,4580.5,2026-02-03 00:00:00+09:00,4527.4,4556.5,44424200
