出版社,発売日,シリーズ名・書名,著者,予価,
秋田書店,7,少年チャンピオン・コミックス,チキン　「ドロップ」前夜の物語（36）,井口達也／歳脇将幸,528,
秋田書店,7,少年チャンピオン・コミックス,ルパン三世　異世界の姫君（３）,モンキー・パンチ／エム・ピー・ワークス／内々けやき,528,
秋田書店,7,少年チャンピオン・コミックス,もういっぽん！（19）,村岡ユウ,528,
秋田書店,7,少年チャンピオン・コミックス,あっぱれ！浦安鉄筋家族（13）,浜岡賢次,528,
秋田書店,7,少年チャンピオン・コミックス,SANDA（４）,板垣巴留,528,
秋田書店,7,少年チャンピオン・コミックス,ギャルの背後に霊がいる（５・完）,橋本くらら,528,
秋田書店,7,少年チャンピオン・コミックス,あつまれ！ふしぎ研究部（14）,安部真弘,528,
秋田書店,7,少年チャンピオン・コミックス,桃源暗鬼（10）,漆原侑来,528,
秋田書店,7,少年チャンピオン・コミックス,擬態人A（２）,渡辺アカ,693,
秋田書店,7,少年チャンピオン・コミックス,先輩は刑事パイ（３）,サブリック,693,
秋田書店,7,少年チャンピオン・コミックス,声がだせない少女は「彼女が優しすぎる」と思っている（８）,矢村いち,693,
秋田書店,7,少年チャンピオン・コミックス,ババンババンバンバンパイア（２）,奥嶋ひろまさ,693,
秋田書店,7,少年チャンピオン・コミックス,AIの遺電子　Blue Age（４）,山田胡瓜,693,
秋田書店,7,少年チャンピオン・コミックス・エクストラ,Lost Children（８）,隅山巴文,880,
秋田書店,7,少年チャンピオン・コミックス・エクストラ,あの子のおっぱいからどうにも目がはなせないアンソロジーコミック（４）,月刊少年チャンピオン編集部,770,
秋田書店,7,少年チャンピオン・コミックス・エクストラ,新装版　範馬刃牙（17）,板垣恵介,880,
秋田書店,7,少年チャンピオン・コミックス・エクストラ,新装版　範馬刃牙（18）,板垣恵介,880,
秋田書店,14,A.L.C.DX,ナースのチカラ　～私たちにできること　訪問看護物語～（８）,広田奈都美,825,
秋田書店,14,A.L.C.DX,サチのお寺ごはん（11）,かねもりあやみ／青江覚峰ほか,748,
秋田書店,14,A.L.C.DX,いのちの器（88）,上原きみ子,650,
秋田書店,14,MIU恋愛MAXCOMICS,出来る男を玩具にするだけの簡単なお仕事です,秋元奈美,748,
秋田書店,14,プリンセス・コミックス,紅霞後宮物語　～小玉伝～（13）,雪村花菜／栗美あい,528,
秋田書店,14,プリンセス・コミックス,紅霞後宮物語　～小玉伝～（14・完）,雪村花菜／栗美あい,528,
秋田書店,14,プリンセス・コミックス,陰陽師・安倍晴明（５）,結城光流／川端新,660,
秋田書店,14,プリンセス・コミックス,華耀後宮の花嫁（２）,山崎里佳／藤野ポチョムキン,660,
秋田書店,14,プリンセス・コミックス,新装版　スケバン刑事（７）,和田慎二,1250,
秋田書店,14,プリンセス・コミックス,新装版　スケバン刑事（８）,和田慎二,1080,
秋田書店,14,プリンセス・コミックス　プチプリ,没落リリンは今日も後宮攻略中（２）,奥村さとり,660,
秋田書店,14,プリンセス・コミックス　プチプリ,陽だまりシェアハウス（３）,小島美帆子,700,
秋田書店,14,プリンセス・コミックスDX カチCOMI,兄弟制度のあるヤンキー学園で、今日も契りを迫られてます（２）,赤いシラフ,792,
秋田書店,14,ボニータ・コミックス,9番目のムサシ　ゴースト アンド グレイ（８）,髙橋美由紀,660,
秋田書店,14,ボニータ・コミックス,後宮香妃物語（５）,伊藤たつき／橘ミズキ,660,
秋田書店,14,ボニータ・コミックス,ぼんくら陰陽師の鬼嫁（５）,秋田みやび／遠野由来子,660,
秋田書店,14,ボニータ・コミックス,海が走るエンドロール（３）,たらちねジョン,660,
秋田書店,14,ボニータ・コミックス,P.As.（２）,赤石路代,660,
秋田書店,20,チャンピオンREDコミックス,ビバリウムで朝食を（１）,道満晴明,792,
秋田書店,20,チャンピオンREDコミックス,湘南らーめんガール（１）,森永まさと,693,
秋田書店,20,チャンピオンREDコミックス,フランケン・ふらん　Frantic（６）,木々津克久,693,
秋田書店,20,チャンピオンREDコミックス,博多弁の女の子はかわいいと思いませんか？（４）,新島秋一,660,
秋田書店,20,チャンピオンREDコミックス,悪魔学校にかよう落ちこぼれ最強聖女がこの世の正義を全否定（３）,サイトウケンジ／垣野内成美,693,
秋田書店,20,ヤングチャンピオン・コミックス,戦争めし（８）,魚乃目三太,693,
秋田書店,20,ヤングチャンピオン・コミックス,惨家（２）,井上三太,715,
秋田書店,20,ヤングチャンピオン・コミックス,エルフさんは痩せられない。（２）,シネクドキ,792,
秋田書店,20,ヤングチャンピオン・コミックス,攻撃力極振りの最強魔術師　～筋力値9999の大剣士、転生して二度目の人生を歩む～（２）,友橋かめつ／ねこのゆーまほか,693,
秋田書店,20,ヤングチャンピオン・コミックス,凍牌　コールドガール（２）,志名坂高次,693,
秋田書店,20,ヤングチャンピオン・コミックス,隠れ星は心を繋いで　～婚約を解消した後の、美味しいご飯と恋のお話～（１）,花散ここ／もりのもみじ,693,
秋田書店,20,ヤングチャンピオン・コミックス,地政学ボーイズ　～国がサラリーマンになって働く会社～（１）,理央／沢辺有司,825,
秋田書店,20,ヤングチャンピオン・コミックス,徳川おてんば姫　～最後の将軍のお姫さまとのゆかいな日常～（１）,井手久美子／西山優里子,693,
