出版社,発売日,シリーズ名・書名,著者,予価,
秋田書店,8,少年チャンピオン・コミックス,BREAK BACK（14）,ＫＡＳＡ,528,
秋田書店,8,少年チャンピオン・コミックス,SANDA（５）,板垣巴留,528,
秋田書店,8,少年チャンピオン・コミックス,吸血鬼すぐ死ぬ（22）,盆ノ木至,528,
秋田書店,8,少年チャンピオン・コミックス,バキ道（14）,板垣恵介,528,
秋田書店,8,少年チャンピオン・コミックス,漫画　ゆうえんち　―バキ外伝―（１）,藤田勇利亜／板垣恵介,693,
秋田書店,8,少年チャンピオン・コミックス,桃源暗鬼（11）,漆原侑来,528,
秋田書店,8,少年チャンピオン・コミックス,GranFamilia（１）,濱田賢治,528,
秋田書店,8,少年チャンピオン・コミックス,マウントセレブ金田さん（２）,ニャロメロン,660,
秋田書店,8,少年チャンピオン・コミックス,かわいい後輩に言わされたい（４）,川村拓,660,
秋田書店,8,少年チャンピオン・コミックス,メイカさんは押しころせない（９）,佐藤ショーキ,693,
秋田書店,8,少年チャンピオン・コミックス,DESTRA ―デストラ―（４）,本田優貴,792,
秋田書店,8,少年チャンピオン・コミックス,DESTRA ―デストラ―（５・完）,本田優貴,792,
秋田書店,8,少年チャンピオン・コミックス,サイコ×パスト　猟奇殺人潜入捜査（２）,本田真吾,693,
秋田書店,8,少年チャンピオン・コミックス,WORST外伝　ゼットン先生（７）,髙橋ヒロシ／鈴木大ほか,693,
秋田書店,8,少年チャンピオン・コミックス,WORST外伝　サブロクサンタ　名もなきカラスたち（２）,髙橋ヒロシ／キタハラタケヨほか,693,
秋田書店,8,少年チャンピオン・コミックス・エクストラ,WORST外伝　グリコ（18）,髙橋ヒロシ／鈴木リュータ,693,
秋田書店,8,少年チャンピオン・コミックス・エクストラ,クローズ外伝　鳳仙花　the beginning of HOUSEN（14）,髙橋ヒロシ／齋藤周平,693,
秋田書店,8,少年チャンピオン・コミックス・エクストラ,新装版　範馬刃牙（21・完）,板垣恵介,1100,
秋田書店,14,A.L.C.DX,翔子の事件簿シリーズ！！出会い　ふたたび,大谷博子,693,
秋田書店,14,MIU恋愛MAXCOMICS,今夜も夫を裏切ってます　～性の道具は年下隠れイケメン～（１）,克本かさね,748,
秋田書店,14,プリンセス・コミックス,Rosen Blood ～背徳の冥館～（５・完）,石据カチル,528,
秋田書店,14,プリンセス・コミックス,緋色の呪文（３）,藤田麻貴,693,
秋田書店,14,プリンセス・コミックス,新装版　スケバン刑事（11）,和田慎二,1080,
秋田書店,14,プリンセス・コミックス,新装版　スケバン刑事（12・完）,和田慎二,1080,
秋田書店,14,プリンセス・コミックス,Re:スケバン刑事（２）,和田慎二／福井あしび,660,
秋田書店,14,プリンセス・コミックス,スケバン刑事Pretend（２）,和田慎二／猪原賽ほか,660,
秋田書店,14,プリンセス・コミックスDX カチCOMI,ヤンキーくんは生徒会長様に躾けられたい,あさひ,770,
秋田書店,14,ボニータ・コミックス,炎の蜃気楼R（５）,桑原水菜／浜田翔子,660,
秋田書店,14,ボニータ・コミックス,探偵はサウナで謎をととのえる（１）,吉岡梅／たうみまゆ,660,
秋田書店,14,ボニータ・コミックス,病める惑星より愛をこめて（２）,本田,660,
秋田書店,20,チャンピオンREDコミックス,どろろと百鬼丸伝（７）,手塚治虫／士貴智志,693,
秋田書店,20,チャンピオンREDコミックス,不安の種＊　アスタリスク（５）,中山昌亮,660,
秋田書店,20,チャンピオンREDコミックス,DEAD Tube～デッドチューブ～（20）,山口ミコト／北河トウタ,693,
秋田書店,20,チャンピオンREDコミックス,聖闘士星矢　冥王異伝　ダークウィング（３）,車田正美／サイトウケンジほか,693,
秋田書店,20,チャンピオンREDコミックス,聖闘士星矢EPISODE.G レクイエム（４）,車田正美／岡田芽武,957,
秋田書店,20,チャンピオンREDコミックス,40歳からラジコンできるかな？　断言しようラジコンはとてつもなく面白い！　TYPE-S,阿部秀司,1100,
秋田書店,20,ヤングチャンピオン・コミックス,じゃあ、君の代わりに殺そうか？（６）,蔵人幸明／榊原宗々,693,
