出版社,発売日,シリーズ名・書名,著者,予価,
秋田書店,13,プリンセス・コミックス,きみがローファーをはいたら（1）,大島永遠,693,
秋田書店,13,プリンセス・コミックス プチプリ,恋の星図と猫日和（1）,もとなおこ／登石麻恭子,693,
秋田書店,13,プリンセス・コミックスDX カチCOMI,華麗なるオメガクイーン,CHILLDOL,770,
秋田書店,13,ボニータ・コミックス,炎の蜃気楼R（7）,桑原水菜／浜田翔子,693,
秋田書店,13,ボニータ・コミックス,病める惑星より愛をこめて（3）,本田,693,
秋田書店,13,,漫画家生活60周年記念 青池保子画集 Contrail 航跡のかがやき,青池保子,5940,
秋田書店,20,チャンピオンREDコミックス,サキュバス＆ヒットマン（7）,深見真／刻夜セイゴ,726,
秋田書店,20,チャンピオンREDコミックス,不安の種＊ アスタリスク（6）,中山昌亮,693,
秋田書店,20,チャンピオンREDコミックス,アサシンズ ラビリンス 殺し屋迷宮（2）,前川淳／嶋星光壱,726,
秋田書店,20,チャンピオンREDコミックス,8マンVSサイボーグ009（上）,七月鏡一／早瀬マサトほか,1320,
秋田書店,20,チャンピオンREDコミックス,8マンVSサイボーグ009（下）,七月鏡一／早瀬マサトほか,1320,
秋田書店,20,チャンピオンREDコミックス,メイドさんは吸血鬼（2）,やすしげ,693,
秋田書店,20,ヤングチャンピオン・コミックス,戦争めし（9）,魚乃目三太,715,
秋田書店,20,ヤングチャンピオン・コミックス,運びの犬（9）,清水ヤスヲミ,693,
秋田書店,20,ヤングチャンピオン・コミックス,角栄に花束を（9）,大和田秀樹,726,
秋田書店,20,ヤングチャンピオン・コミックス,Mr.CB（12）,綱本将也／谷嶋イサオ,726,
秋田書店,20,ヤングチャンピオン・コミックス,デメキン（33）,佐田正樹／ゆうはじめ,726,
秋田書店,20,ヤングチャンピオン・コミックス,バブル～チカーノKEI歌舞伎町血闘編～（5）,KEI／今村KSK,693,
秋田書店,20,ヤングチャンピオン・コミックス,院内警察 アスクレピオスの蛇（5）,酒井義／林いち,726,
秋田書店,20,ヤングチャンピオン・コミックス,常勝魔王のやりなおし ～俺はまだ一割も本気を出していないんだが～（2）,アカバコウヨウ／ひよひよほか,726,
秋田書店,20,ヤングチャンピオン・コミックス,明日の敵と今日の握手を（3）,カルロ・ゼン／フクダイクミ,726,
秋田書店,20,ヤングチャンピオン・コミックス,人狼機ウィンヴルガ ―叛逆篇―（1）,綱島志朗,693,
秋田書店,20,ヤングチャンピオン烈コミックス,わたしの知らない、先輩の100コのこと（2）,兎谷あおい／ほんろんろん,726,
秋田書店,20,ヤングチャンピオン烈コミックス,裏の家の魔女先生（4）,西川魯介,693,
KADOKAWA,4,ヒューコミックス,ELDEN RING 黄金樹への道（3）,飛田ニキイチ／ELDEN RING（株式会社フロム・ソフトウェア）,748,
KADOKAWA,4,角川コミックス・エース,ヘテロゲニア リンギスティコ ～異種族言語学入門～（5）,瀬野反人,748,
KADOKAWA,4,角川コミックス・エース,Fate/Grand Order Epic of Remnant― 亜種特異点EX 深海電脳楽土 SE.RA.PH（7）,西出ケンゴロー／TYPE-MOON,682,
KADOKAWA,4,角川コミックス・エース,TRUMP（4）,末満健一／はまぐり,748,
KADOKAWA,4,角川コミックス・エース,残虐すぎる異世界でも鈴木は可愛い（2）,飯島いちる／土日月ほか,748,
KADOKAWA,4,単行本コミックス,CLAMP PREMIUM COLLECTION X（10）,CLAMP,770,
KADOKAWA,4,単行本コミックス,CLAMP PREMIUM COLLECTION X（11）,CLAMP,770,
KADOKAWA,5,フロース コミック,悪党のお父様、私と結婚してください（2）,via／dalseul,未定,
KADOKAWA,5,フロース コミック,悪役令嬢が恐怖の覇王と政略結婚する罰は甘すぎませんか！？（3）,せきはら／柚原テイルほか,未定,
KADOKAWA,5,フロース コミック,公爵家のメイドに憑依しました（6）,Aloha／Jooahri,未定,
KADOKAWA,5,フロース コミック,死に戻りの魔法学校生活を、元恋人とプロローグから（3） （※ただし好感度はゼロ）,白川蟻ん／六つ花えいこほか,未定,
KADOKAWA,5,フロース コミック,悪女は砂時計をひっくり返す（4）,Antstudio／SANSOBEE,未定,
KADOKAWA,5,フロース コミック,貴族から庶民になったので、婚約を解消されました！（5）,大岩ケンヂ／小鳥遊郁ほか,未定,
KADOKAWA,5,フロース コミック,『魅了』の乙女と堅物筆頭魔術師の初恋記録（2）,赤羽にな／高瀬なずな,未定,
KADOKAWA,5,フロース コミック,悪役令嬢（仮）の奮闘 異世界転生に気づいたので婚約破棄して魂の番を探します（3）,梶山ミカ／木村るかほか,未定,
KADOKAWA,5,フロース コミック,残り一日で破滅フラグ全部へし折ります（3） ざまぁRTA記録24Hr.,福留しゅん／天城望,未定,
KADOKAWA,7,BRIDGE COMICS,コワい話は≠くだけで。（2）,景山五月／梨,未定,
KADOKAWA,7,BRIDGE COMICS,ゴゴゴゴーゴーゴースト（5）,蛭塚都,未定,
KADOKAWA,7,BRIDGE COMICS,ラストサマー・バケーション（下）,東洋トタン,未定,
KADOKAWA,7,ドラゴンコミックスエイジ,魔王学園の反逆者（5） ～人類初の魔王候補、眷属少女と王座を目指して成り上がる～,溝口ぜらちん／久慈マサムネほか,未定,
KADOKAWA,7,ドラゴンコミックスエイジ,くらいあの子としたいこと（3）,碇マナツ,未定,
KADOKAWA,7,ドラゴンコミックスエイジ,咲う アルスノトリア すんっ！（2）,「咲う アルスノトリア」より（NITRO PLUS／GOOD SMILE COMPANY）／はっとりまさき,未定,
KADOKAWA,7,ドラゴンコミックスエイジ,異世界のんびり農家（11）,剣康之／内藤騎之介ほか,未定,
KADOKAWA,7,ドラゴンコミックスエイジ,転生コロシアム（2） ～最弱スキルで最強の女たちを攻略して奴隷ハーレム作ります～,zunta／はらわたさいぞう,未定,
KADOKAWA,7,ドラゴンコミックスエイジ,この素晴らしい世界に祝福を！（17）,渡真仁／三嶋くろねほか,未定,
KADOKAWA,7,ドラゴンコミックスエイジ,顔に出ない柏田さんと顔に出る太田君（10）,東ふゆ,未定,
KADOKAWA,7,ドラゴンコミックスエイジ,ゲーセン少女と異文化交流（6）,安原宏和,未定,
KADOKAWA,7,ドラゴンコミックスエイジ,メスガキのいる喫茶店（3）,MIGCHIP,未定,
KADOKAWA,7,ドラゴンコミックスエイジ,蠱毒のイモータル（1）,オギノユーヘイ／未定,未定,
KADOKAWA,7,ドラゴンコミックスエイジ,極振り拒否して手探りスタート！ 特化しないヒーラー、仲間と別れて旅に出る（6）,蒼井一秀／刻一ほか,未定,
KADOKAWA,7,ドラゴンコミックスエイジ,継母の連れ子が元カノだった（6）,草壁レイ／紙城境介ほか,未定,
KADOKAWA,10,角川コミックス・エース,世界最高の暗殺者、異世界貴族に転生する（6）,皇ハマオ／月夜涙ほか,未定,
KADOKAWA,10,角川コミックス・エース,勇者、辞めます（8）,クオンタム／風都ノリほか,未定,
KADOKAWA,10,角川コミックス・エース,生活魔法はハズレスキルじゃない（2）,きなつk／なんじゃもんじゃ,未定,
KADOKAWA,10,角川コミックス・エース,異世界で配信活動をしたら大量のヤンデレ信者を生み出してしまった件（1）,伊予嶺つく／みょん,未定,
KADOKAWA,10,角川コミックス・エース,四つ子ぐらし（3）,佐倉おりこ／ひのひまり,未定,
KADOKAWA,10,角川コミックス・エース,最強出涸らし皇子の暗躍帝位争い（6）,天海雪乃／タンバほか,未定,
KADOKAWA,10,角川コミックス・エース,龍空のエイシズ（3）,かたやままこと,未定,
KADOKAWA,10,角川コミックス・エース,蜘蛛ですが、なにか？（13）,かかし朝浩／馬場翁ほか,未定,
KADOKAWA,10,角川コミックス・エース,コードギアス 復活のルルーシュ（4）,小笠原智史／谷口廣次朗（サンライズ）ほか,未定,
KADOKAWA,10,角川コミックス・エース,悪役令嬢のデレは俺だけにバレている（2）,Crosis／松尾葉月,未定,
KADOKAWA,10,角川コミックス・エース,少女たちの痕にくちづけを（3）,春花あや,未定,
KADOKAWA,10,角川コミックス・エース,魔女ノ結婚（3）,studio HEADLINE,未定,
KADOKAWA,10,角川コミックス・エース,ぼくの奥さんは魔法少女かもしれない（1）,相川真霜,未定,
KADOKAWA,10,電撃コミックスNEXT,ソードアート・オンライン キス・アンド・フライ（3）,川原礫／べっこうリコほか,未定,
KADOKAWA,12,ビームコミックス,EVOL （イーヴォー）（6）,カネコアツシ,未定,
KADOKAWA,12,ビームコミックス,ナイトメア・オブ・ドッグス（上）,月森吉音,未定,
KADOKAWA,12,ビームコミックス,ナイトメア・オブ・ドッグス（下）,月森吉音,未定,
KADOKAWA,12,ビームコミックス,悪役令嬢が正ヒロインを口説き落とす話。（2）,ふじい葛西,未定,
KADOKAWA,12,ビームコミックス,平家物語夜異聞（3）,黒崎冬子,未定,
KADOKAWA,12,ビームコミックス,ヒーローハラスメント,ニシヤ康隆,未定,
KADOKAWA,12,ビームコミックス,ふきよせレジデンス（上）,谷口菜津子,未定,
KADOKAWA,12,ビームコミックス,ふきよせレジデンス（下）,谷口菜津子,未定,
KADOKAWA,12,ビームコミックス,GLITCH グリッチ―（4）,シマ・シンヤ,未定,
KADOKAWA,12,ビームコミックス,塩坊主に惚れたキツネ,伽奈茶井子,未定,
KADOKAWA,13,MFC,ひろゆき、異世界でも論破で無双します（3）,高菜八期／はたしま卯月ほか,未定,
KADOKAWA,14,B's-LOVEY COMICS,フェアプレイ・フェアラバー,日乃チハヤ,未定,
KADOKAWA,14,B's-LOVEY COMICS,死んだら悪役令息で幻のΩなんて冗談じゃない！（上）,きらた,未定,
KADOKAWA,14,B's-LOVEY COMICS,死んだら悪役令息で幻のΩなんて冗談じゃない！（下）,きらた,未定,
KADOKAWA,14,Pomme Comics,このたび獣人隊長の花嫁になりまして！ 押しかけ令嬢のモフモフ新婚暮らし,乙黒ゆう／柚原テイルほか,未定,
KADOKAWA,14,Pomme Comics,田部さんは食べられたい（5）,栗崎三号,未定,
KADOKAWA,14,Pomme Comics,官能小説家に飼われた私 終わらない調教の果てに（1）,直木三十三,未定,
KADOKAWA,14,ハルタコミックス,帝都影物語（3）,比嘉史果,未定,
KADOKAWA,14,ハルタコミックス,あかねさす柘榴の都（3）,福浪優子,未定,
KADOKAWA,14,ハルタコミックス,生き残った6人によると（5）,山本和音,未定,
KADOKAWA,14,ハルタコミックス,キラキラとギラギラ（2）,嵐田佐和子,未定,
KADOKAWA,14,フルールコミックス,スモークブルーの雨のち晴れ（3）,波真田かもめ,未定,
KADOKAWA,14,フルールコミックス,少年は王子（上）,コロ虎,未定,
KADOKAWA,14,フルールコミックス,少年は王子（下）,コロ虎,未定,
KADOKAWA,14,フロース コミック,後宮の錬金術妃（2） 悪の華は黄金の恋を夢見る,巻本梅実／岐川新ほか,未定,
KADOKAWA,14,フロース コミック,手札が多めのビクトリア（1）,牛野こも／守雨ほか,未定,
KADOKAWA,14,フロース コミック,異世界で姉に名前を奪われました（2）,NiKrome／琴子,未定,
KADOKAWA,14,フロース コミック,お前のような初心者がいるか！ 不遇職『召喚師』なのにラスボスと言われているそうです（3）,試咲／瀧岡くるじほか,未定,
KADOKAWA,14,フロース コミック,猫耳メイドと少年王子（3） 暗殺ターゲットの王子様に恋をしました,さゆこ,未定,
KADOKAWA,14,フロース コミック,婚約破棄をした令嬢は我慢を止めました（3）,鮎村幸樹／棗ほか,未定,
KADOKAWA,14,フロース コミック,転生魔女は滅びを告げる（6）,sora／柚原テイル,未定,
KADOKAWA,14,フロース コミック,とらわれ花姫の幸せな誤算（1）,未定／青田かずみほか,未定,
KADOKAWA,14,フロース コミック,婚約者様差し上げます（1） ～ヒロイン登場まで待ちません～,めるこ／鈴森ねこ,未定,
KADOKAWA,14,フロース コミック,転生聖女の異世界スローライフ ～奇跡の花を育てたら、魔法騎士に溺愛されました～（3）,ゆづきち／三沢ケイ,未定,
KADOKAWA,20,青騎士コミックス,ホテル・ローレルの渡り鳥たち（1）,赤河左岸,未定,
KADOKAWA,21,ドラゴンコミックスエイジ,抜きゲーみたいな島に住んでる貧乳はどうすりゃいいですか？ コミックアンソロジー,未定,未定,
KADOKAWA,22,MFC,双子の姉が神子として引き取られて、私は捨てられたけど多分私が神子である。（4）,雪／池中織奈ほか,未定,
KADOKAWA,22,MFC,ニトの怠惰な異世界症候群 ～最弱職〈ヒーラー〉なのに最強はチートですか？～（6）,まえはた／蒸留ロメロほか,未定,
KADOKAWA,22,MFC,マギクラフト・マイスター（11）,吉舎和幸／秋ぎつねほか,未定,
KADOKAWA,22,MFC,限界レベル1からの成り上がり ～最弱レベルの俺が異世界最強になるまで～（4）,上向だい／未来人Aほか,未定,
KADOKAWA,22,MFC,アルマーク（2）,柚ノ木ヒヨト／やまだのぼるほか,未定,
KADOKAWA,22,MFC,洒落にならない話をおつまみに（2）,柏木郁乃,未定,
KADOKAWA,22,MFC,魔術学院を首席で卒業した俺が冒険者を始めるのはそんなにおかしいだろうか（9）,有馬明香／いかぽんほか,未定,
KADOKAWA,22,MFC,4000年ぶりに帰還した大魔導士（3）,kd-dragon（REDICE STUDIO）／フジツボほか,未定,
KADOKAWA,22,MFC,盗掘王（9）,3B2S／Yuns（REDICE STUDIO）ほか,未定,
KADOKAWA,22,MFC,宝石商のメイド（4）,やませちか,未定,
KADOKAWA,22,MFC,異世界居酒屋さわこさん細腕繁盛記（3）,林雄一／鬼ノ城ミヤほか,未定,
KADOKAWA,22,MFC,塔の管理をしてみよう（17）,盧恩＆雪笠（Friendly Land）／早秋ほか,未定,
KADOKAWA,22,MFC,ネコと海の彼方,星期一回収日／陳巧蓉,未定,
KADOKAWA,22,MFC,守娘（上）,Nownow,未定,
KADOKAWA,22,MFC,守娘（下）,Nownow,未定,
KADOKAWA,22,MFC,出遅れテイマーのその日暮らし（9）,タチバナ／棚架ユウほか,未定,
KADOKAWA,22,MFC,RTA走者はゲーム世界から帰れない（1）,小出よしと,未定,
KADOKAWA,22,MFC,池袋でホスト始めたら1億売れた話。（2）,くすのき／あばらいれんじ。,未定,
KADOKAWA,22,MFコミックス アライブシリーズ,魔技科の剣士と召喚魔王（17）,孟倫（SDwing）／三原みつきほか,715,
KADOKAWA,22,MFコミックス フラッパーシリーズ,メンタル激強保健医の力技カウンセリング（2）,霰屋,748,
KADOKAWA,22,MFコミックス フラッパーシリーズ,迷探偵の条件（2）,蕨野くげ子／日向夏ほか,748,
KADOKAWA,22,MFコミックス フラッパーシリーズ,無職転生～異世界行ったら本気だす～（19）,フジカワユカ／理不尽な孫の手ほか,748,
KADOKAWA,22,MFコミックス フラッパーシリーズ,FX戦士くるみちゃん（5）,でむにゃん／炭酸だいすき,748,
KADOKAWA,22,MFコミックス フラッパーシリーズ,放課後メタバース（1）,秋★枝,748,
KADOKAWA,22,シルフコミックス,色は染まれど（4）,島田ちえ,未定,
KADOKAWA,22,シルフコミックス,踏んだり、蹴ったり、愛したり（4）,壱屋すみ,726,
KADOKAWA,22,シルフコミックス,死神に嫁ぐ日（11）,椿カヲリ,未定,
KADOKAWA,22,シルフコミックス,賢者ならうちで寝てる（1）,ななお／しろうーろん,未定,
KADOKAWA,22,シルフコミックス,あやかし極道「鬼灯組」に嫁入りします（1）,るびる／来栖千依ほか,未定,
KADOKAWA,25,MFCジーンピクシブシリーズ,MILGRAM 実験監獄と看守の少女,やより／波摘ほか,未定,
KADOKAWA,25,角川コミックス・エース,勇者召喚に巻き込まれたけど、異世界は平和でした（8）,平安ジロー／灯台（モーニングスターブックス／新紀元社）ほか,未定,
KADOKAWA,25,角川コミックス・エース,国渡りの錬金術師 王子に騙され王宮を追い出された私は、ある旅の一団と出会いました（1）,綴吏／日之影ソラほか,未定,
KADOKAWA,25,角川コミックス・エース,やり直し令嬢は竜帝陛下を攻略中（5）,柚アンコ／永瀬さらさ（角川ビーンズ文庫）ほか,未定,
KADOKAWA,25,角川コミックス・エース,影の英雄の日常譚（6） 勇者の裏で暗躍していた最強のエージェント。組織が解体されたので、正体隠して人並みの日常を謳歌する。,kanco／坂石遊作ほか,未定,
KADOKAWA,25,角川コミックス・エース,クロの戦記II 異世界転移した僕が最強なのはベッドの上だけのようです（1）,サイトウアユム／ユリシロほか,未定,
KADOKAWA,25,角川コミックス・エース,クラスの大嫌いな女子と結婚することになった。（4）,もすこんぶ／天乃聖樹,未定,
KADOKAWA,25,角川コミックス・エース,カノジョに浮気されていた俺が、小悪魔な後輩に懐かれています（3）,えーる／御宮ゆうほか,未定,
KADOKAWA,25,角川コミックス・エース,機動戦士ガンダム 水星の魔女 ヴァナディースハート（1）,東條チカ／米山昂ほか,未定,
KADOKAWA,25,角川コミックス・エース,機動戦士ガンダム ピューリッツァー アムロ・レイは極光の彼方へ―（2）,才谷ウメタロウ／大脇千尋ほか,未定,
KADOKAWA,25,角川コミックス・エース,魔法使いの犯罪捜査（1）,たもつ葉子,未定,
KADOKAWA,25,角川コミックス・エース,魔法使いの犯罪捜査（2）,たもつ葉子,未定,
KADOKAWA,25,角川コミックス・エース,領怪神犯（1）,木古おうみ／足鷹高也,未定,
KADOKAWA,25,角川コミックス・エース,物語の黒幕に転生して（2）,瀬川はじめ／結城涼ほか,未定,
KADOKAWA,26,単行本コミックス,ピュティフィ キャラクターガイドブック（仮）,未定,未定,
KADOKAWA,26,単行本コミックス,マン・バイト 蒼空猟域（4）,長谷川裕一,未定,
KADOKAWA,26,単行本コミックス,プリマドール ～ようこそ黒猫亭へ～（1）,戸田大貴／VISUAL ARTSほか,未定,
KADOKAWA,26,単行本コミックス,悪役令嬢？ いいえお転婆娘です～ざまぁなんて言いません～アンソロジーコミック,LatteComi,未定,
KADOKAWA,27,MFC キューンシリーズ,晴れ晴れ日和（4）,吉村佳,未定,
KADOKAWA,27,MFC キューンシリーズ,姫ヶ崎櫻子は今日も不憫可愛い（4）,安田剛助,未定,
KADOKAWA,27,MFC キューンシリーズ,ないしょのおふたりさま。（1）,沼ちよ子,未定,
KADOKAWA,27,MFCジーンピクシブシリーズ,たってはいけない男子寮（2）,アヤノソーダ,未定,
KADOKAWA,27,MFCジーンピクシブシリーズ,ぼくもいっしょ！（2）,らくだ,未定,
KADOKAWA,27,MFコミックス ジーンシリーズ,永久少年 Eternal Boys（2）,ちゃんさな／満福芸能プロダクション,726,
KADOKAWA,27,MFコミックス ジーンシリーズ,魔王少女はパンケーキの夢を見る。（1）,笹木あおこ,693,
KADOKAWA,27,MFコミックス ジーンシリーズ,たかが兄弟されど兄弟,秋雨やひの,693,
KADOKAWA,27,電撃コミックスEX,美少女化したおじさんだけど、ガチ恋されて困ってます（6）,なぎと,未定,
KADOKAWA,27,電撃コミックスNEXT,アイドルマスター ミリオンライブ！ Blooming Clover（14）,バンダイナムコエンターテインメント／稲山覚也,未定,
KADOKAWA,27,電撃コミックスNEXT,わたし、二番目の彼女でいいから。（1）,にの子／西条陽ほか,未定,
KADOKAWA,27,電撃コミックスNEXT,まったく最近の探偵ときたら（14）,五十嵐正邦,未定,
KADOKAWA,27,電撃コミックスNEXT,何と言われようとも、僕はただの宮廷司書です。（2）,しまづ／安居院晃ほか,未定,
KADOKAWA,27,電撃コミックスNEXT,無敵商人の異世界成り上がり物語 ～現代の製品を自在に取り寄せるスキルがあるので異世界では楽勝です～（3）,隆原ヒロタ／青山有ほか,未定,
KADOKAWA,27,電撃コミックスNEXT,ある魔女が死ぬまで（1） 終わりの言葉と始まりの涙,雨霰けぬ／坂ほか,未定,
KADOKAWA,27,電撃コミックスNEXT,役立たずスキルに人生を注ぎ込み25年、今さら最強の冒険譚（7）,ガンテツ／しゅうきちほか,未定,
KADOKAWA,27,電撃コミックスNEXT,ぜんぶきみの性（7）,浅月のりと,未定,
KADOKAWA,27,電撃コミックスNEXT,押して駄目なら押してみろ！（8）,廣瀬アユム,未定,
KADOKAWA,27,電撃コミックスNEXT,普通職の異世界スローライフ ～チート（があるくせに小者）な薬剤師の無双（しない）物語～（3）,サオトメ／仏ょもほか,未定,
KADOKAWA,27,電撃コミックスNEXT,恋は双子で割り切れない（2）,高村資本／OKARIほか,未定,
KADOKAWA,27,電撃コミックスNEXT,忍者と殺し屋のふたりぐらし（3）,ハンバーガー,未定,
KADOKAWA,27,電撃コミックスNEXT,優秀だけどヤバいOL（1）,DiZ,未定,
KADOKAWA,27,電撃コミックスNEXT,中卒探索者の成り上がり英雄譚（1） ～2つの最強スキルでダンジョン最速突破を目指す～,ごんた／シクラメンほか,未定,
KADOKAWA,27,電撃コミックスNEXT,異世界でハーレムをつくっちゃう アンソロジーコミック（仮）,長谷川三時／閃凡人ほか,未定,
KADOKAWA,27,電撃コミックスNEXT,本能寺から始める信長との天下統一（4）,常陸之介寛浩／村橋リョウほか,未定,
KADOKAWA,27,電撃コミックスNEXT,テイレシアスの檻（2）,竹葉久美子,未定,
KADOKAWA,27,電撃コミックスNEXT,パパのセクシードール（1）,梶川岳,未定,
KADOKAWA,27,電撃コミックスNEXT,彼女が先輩にNTRれたので、先輩の彼女をNTRます（3）,宝乃あいらんど／震電みひろほか,未定,
KADOKAWA,28,アライブ＋,この△ラブコメは幸せになる義務がある（1）,八津たぁ／榛名千紘ほか,未定,
KADOKAWA,28,アライブ＋,takt op. Destiny はるか追憶のアンナ ～ Harmony of Hope ～（2）,木野／DeNA・広井王子,未定,
KADOKAWA,28,アライブ＋,呉志ワジンデン（2）,藤村勇太,未定,
KADOKAWA,28,アライブ＋,女神敗北 転生のヴァラノワ（1）,RAN,未定,
KADOKAWA,31,単行本コミックス,魔王は仙境学園で恋をする（2）,路一心／岩田洋季ほか,未定,
講談社,6,アフタヌーンKC,89―長野∞連合―（2）,ジュリー・W・神谷,759,
講談社,6,アフタヌーンKC,おとなりに銀河（6）,雨隠ギド,836,
講談社,6,アフタヌーンKC,うちの師匠はしっぽがない（11）,TNSK,759,
講談社,6,ヤンマガKCスペシャル,ハズレスキル「逃げる」で俺は極限低レベルのまま最強を目指す（4） ～経験値抑制＆レベル1でスキルポイントが死ぬほどインフレ、スキルが取り放題になった件～,天宮暁／雪永ちっちほか,759,
講談社,6,ヤンマガKCスペシャル,ドラQ（1）,千代,759,
講談社,6,ヤンマガKCスペシャル,聖くんは清く生きたい（1）,朝賀庵,759,
講談社,6,ヤンマガKCスペシャル,アルキメデスの大戦（33）,三田紀房,759,
講談社,6,ヤンマガKCスペシャル,パリピ孔明（14）,四葉夕卜／小川亮,759,
講談社,6,ヤンマガKCスペシャル,賭博堕天録カイジ 24億脱出編（24）,福本伸行,759,
講談社,6,ヤンマガKCスペシャル,1日外出録ハンチョウ（16）,上原求／新井和也ほか,759,
講談社,6,ヤンマガKCスペシャル,ザ・ヒステリックトリガー（3）,加納万太郎／マナカミユイ,759,
講談社,6,ヤンマガKCスペシャル,私のアリカ（2）,藤沢もやし／隈屑。,759,
講談社,7,KCデラックス,魔剣鍛冶師になりたくて！（4）,枩岡佳範／岡沢六十四ほか,759,
講談社,7,KCデラックス,召喚する世界（3）,小玉有起,759,
講談社,7,KCデラックス,軍靴のバルツァー（16）,中島三千恒,759,
講談社,7,KCデラックス,ダメスキル【自動機能】が覚醒しました～あれ、ギルドのスカウトの皆さん、俺を「いらない」って言ってませんでした？～（7）,LA軍／中島零ほか,759,
講談社,7,KCデラックス,STUNTS 9番目のゴースト（2）,大智そら,759,
講談社,7,KCデラックス,魔法史に載らない偉人 ～無益な研究だと魔法省を解雇されたため、新魔法の権利は独占だった～ （4）,外ノ／秋,759,
講談社,7,KCデラックス,異世界ウォーキング（3）,あるくひと／小川慧ほか,759,
講談社,7,KCデラックス,幼馴染とはラブコメにならない（6）,三簾真也,759,
講談社,7,KCデラックス,不遇職【鑑定士】が実は最強だった ～奈落で鍛えた最強の【神眼】で無双する～（9）,藤モロホシ／茨木野ほか,759,
講談社,7,KCデラックス,追放魔術師のその後 新天地で始めるスローライフ（5）,天音ナツシロ／砂糖多労ほか,759,
講談社,7,KCデラックス,七聖剣と魔剣の姫（7）,エターナル14歳／御子柴奈々ほか,946,
講談社,7,KCデラックス,ブラック国家を追放されたけど【全自動・英霊召喚】があるから何も困らない。～最強クラスの英霊1000体が知らないうちに仕事を片付けてくれるし、みんな優しくて居心地いいんで、今さら元の国には戻りません。～（7）,コバシコ／六志麻あさほか,946,
講談社,7,シリウスKC,外れスキル《木の実マスター》 ～スキルの実（食べたら死ぬ）を無限に食べられるようになった件について～（5）,松琴エア／はにゅうほか,759,
講談社,7,シリウスKC,転ちゅら！ 転生したらスライムだった件（7）,茶々／伏瀬ほか,759,
講談社,7,シリウスKC,異世界支配のスキルテイカー ゼロから始める奴隷ハーレム（17）,笠原巴／柑橘ゆすらほか,759,
講談社,7,シリウスKC,私をセンターにすると誓いますか？（1）,若月ジュン,759,
講談社,7,シリウスKC,レベル1だけどユニークスキルで最強です（12）,真綿／三木なずなほか,759,
講談社,7,シリウスKC,落ちこぼれだった兄が実は最強 ～史上最強の勇者は転生し、学園で無自覚に無双する～（7）,村上よしゆき／茨木野ほか,759,
講談社,7,シリウスKC,なかのみ ＃中野でカンパイしよっ（2）,NEO草野,759,
講談社,7,シリウスKC,異世界賢者の魔族犯罪調査（3）,中島豊,759,
講談社,7,シリウスKC,異世界メイドの三ツ星グルメ ～現代ごはん作ったら王宮で大バズリしました～（1）,U4／モリタほか,759,
講談社,7,シリウスKC,聖者無双（12）,秋風緋色／ブロッコリーライオンほか,759,
講談社,7,シリウスKC,剣帝学院の魔眼賢者（4）,雪あられ／ツカサほか,759,
講談社,7,シリウスKC,魔法使い黎明期（7）,タツヲ／虎走かけるほか,759,
