秋田書店,7,少年チャンピオン・コミックス,ダーウィンズゲーム（29）,FLIPFLOPs,561,
秋田書店,20,ヤングチャンピオン・コミックス,センセ。（14）,春輝,726,
KADOKAWA,6,ヴァンプコミックス,Uterus of the Blackgoat 黒山羊の仔袋（2）,春輝／ニトロオリジンほか,未定,
講談社,8,KCデラックス,ギルティサークル（9）,山本やみー／門馬司,759,
講談社,8,講談社コミックス,イジらないで、長瀞さん（17）,ナナシ,550,
講談社,14,講談社コミックス,EDENS ZERO（28）,真島ヒロ,550,
講談社,14,講談社コミックス,彼女、お借りします（33）,宮島礼吏,550,
集英社,4,ジャンプコミックス,あやかしトライアングル（15）,矢吹健太朗,550,
小学館,19,裏少年サンデーコミックス,出会って5秒でバトル（23）,はらわたさいぞう／みやこかしわ,715,
スクウェア・エニックス,12,ガンガンコミックス,不徳のギルド（12）,河添太一,730,
