秋田書店,5,少年チャンピオン・コミックス,ダーウィンズゲーム（30）（完）,FLIPFLOPs,600,
秋田書店,18,ヤングチャンピオン烈コミックス,性食鬼（19）,稲光伸二,715,
KADOKAWA,26,角川コミックス・エース,異世界迷宮でハーレムを（10）,氷樹一世／蘇我捨恥（ヒーロー文庫／イマジカインフォス）ほか,未定,
講談社,17,講談社コミックス,EDENS ZERO（30）,真島ヒロ,550,
集英社,4,ジャンプコミックス,呪術廻戦（25）,芥見下々,528,
集英社,4,ジャンプコミックス,ダンダダン（13）,龍幸伸,572,
集英社,18,ヤングジャンプコミックス,私のHな履歴書みてください（10）,春輝,715,
