出版社,発売日,シリーズ名・書名,著者,予価,
秋田書店,20,ヤングチャンピオン・コミックス,記憶喪失になったので、家族の中で一番信用できそうなお兄様を頼ることにしました（２・完完）,別所燈／佐藤もぶ,726,
秋田書店,20,ヤングチャンピオン・コミックス,限界OLさんは悪役令嬢さまに仕えたい（１）,ネコ太郎,726,
秋田書店,20,ヤングチャンピオン烈コミックス,放課後ていぼう日誌（10）,小坂泰之,726,
KADOKAWA,1,B’s-LOG COMICS,地味で目立たない私は、今日で終わりにします。（５）,住吉文子／大森蜜柑ほか,737,
KADOKAWA,1,B’s-LOG COMICS,悪役令嬢ルートがないなんて、誰が言ったの？（３）,あさここの／ぷにちゃんほか,737,
KADOKAWA,1,B’s-LOG COMICS,令嬢エリザベスの華麗なる身代わり生活（３）,よもも／江本マシメサほか,737,
KADOKAWA,1,B’s-LOG COMICS,婚約者は、私の妹に恋をする（３）,ましろ／はなぶさほか,737,
KADOKAWA,1,B’s-LOG COMICS,ツンデレ悪役令嬢リーゼロッテと実況の遠藤くんと解説の小林さん（６）,逆木ルミヲ／恵ノ島すずほか,737,
KADOKAWA,1,B’s-LOG COMICS,悪役令嬢レベル99　～私は裏ボスですが魔王ではありません～　その3,のこみ／七夕さとりほか,737,
KADOKAWA,1,B’s-LOG COMICS,加護なし令嬢の小さな村　～さあ、領地運営を始めましょう！～（４）,ひなた水色／ぷにちゃんほか,737,
KADOKAWA,1,B’s-LOG COMICS,第九特区総務課の亜人と下僕（１）,わが世よ,737,
KADOKAWA,1,あすかコミックスCL-DX,オレを愛したドラゴン曰く,本庄りえ,748,
KADOKAWA,3,ヒューコミックス,王国へ続く道　奴隷剣士の成り上がり英雄譚（10）,伊藤寿規／湯水快ほか,715,
KADOKAWA,3,ヒューコミックス,真祖がバカなら眷属も。（２）,亥浦伊兵衛／宝依図,715,
KADOKAWA,3,ヒューコミックス,くらまし屋稼業（２）,ユウダイ／今村翔吾,748,
KADOKAWA,3,ヒューコミックス,願いを叶えてくれない魔人（１）,未定,未定,
KADOKAWA,3,ヒューコミックス,ELDEN RING 黄金樹への道（２）,飛田ニキイチ／ＥＬＤＥＮ　ＲＩＮＧ（株式会社フロム・ソフトウェア）,未定,
KADOKAWA,3,ヒューコミックス,神様の介護係,横山旬／劉慈欣ほか,748,
KADOKAWA,3,フロース　コミック,魔法世界の受付嬢になりたいです（６）,よね／まこほか,715,
KADOKAWA,3,フロース　コミック,皇帝の薬膳妃（１）,かなたろう／尾道理子ほか,715,
KADOKAWA,3,フロース　コミック,悪役令嬢に転生したら千葉だった件,藤島じゅん,715,
KADOKAWA,3,フロース　コミック,お飾り王妃になったので、こっそり働きに出ることにしました　～うさぎがいるので独り寝も寂しくありません！～（３）,封宝／富樫聖夜ほか,715,
KADOKAWA,3,フロース　コミック,皇帝の一人娘（13）,ＲＩＮＯ／ＹＵＮＳＵＬ,1034,
KADOKAWA,3,フロース　コミック,悪役のエンディングは死のみ（３）,ＳＵＯＬ／Ｇｗｏｎ　Ｇｙｅｏｅｕｌ,1034,
KADOKAWA,3,フロース　コミック,光と影（８）,ひおん／ＲＹＵ,1034,
KADOKAWA,3,フロース　コミック,末っ子皇女殿下（３）,Ｓｔｏｎｅｈｅａｄ（ＡＫＥＯ　ＳＴＵＤＩＯ）／ＳＡＨＡ,1034,
KADOKAWA,3,フロース　コミック,悪役令嬢の追放後！　教会改革ごはんで悠々シスター暮らし（８）,吉村旋／柚原テイル,715,
KADOKAWA,3,フロース　コミック,聖女じゃなかったので、王宮でのんびりご飯を作ることにしました（５）,朝谷コトリ／神山りおほか,715,
KADOKAWA,3,角川コミックス・エース,帝都聖杯奇譚　Fate/type Redline（４）,平野稜二／経験値／ＴＹＰＥ－ＭＯＯＮ,704,
KADOKAWA,3,角川コミックス・エース,高校事変（５）,松岡圭祐／オオイシヒロト,748,
KADOKAWA,3,角川コミックス・エース,聖女メリアと千年王国の騎士（２）,神江ちず,704,
KADOKAWA,3,角川コミックス・エース,文豪ストレイドッグス　公式アンソロジー　～奏～,ヤングエース編集部／朝霧カフカほか,726,
KADOKAWA,3,角川コミックス・エース,文豪ストレイドッグス　太宰、中也、十五歳（１）,星河シワス／朝霧カフカほか,704,
KADOKAWA,3,角川コミックス・エース,おにももがたり（１）,柳明弌,704,
KADOKAWA,3,電撃コミックスEX,ブルーアーカイブ　電撃コミックアンソロジー,安曇アキタケ／みしまひろじほか,990,
KADOKAWA,6,ヴァンプコミックス,魔眼で始める下剋上（２）,芽々ノ圭／箕崎准ほか,715,
KADOKAWA,8,BRIDGE COMICS,旺華国後宮の薬師（３）,初依実和／甲斐田紫乃ほか,726,
KADOKAWA,8,BRIDGE COMICS,彼と私のチ×チ×チャンス！！（１）,花丘れもん,726,
KADOKAWA,8,BRIDGE COMICS,漫身創痍（２）,野良おばけ,726,
KADOKAWA,8,BRIDGE COMICS,DOG SIGNAL（９）,みやうち沙矢,726,
KADOKAWA,8,BRIDGE COMICS,執筆中につき後宮ではお静かに　愛書妃の朱国宮廷抄（３）,葛井美鳥／田井ノエル,726,
KADOKAWA,8,BRIDGE COMICS,ゴゴゴゴーゴーゴースト（４）,蛭塚都,726,
KADOKAWA,8,書籍扱いコミックス,永久機関シマエナガ　―シマエナガとカラスさん―　おかわり！,青春,1210,
KADOKAWA,8,単行本コミックス,ケモノとワルツ（２）,椿木とりか,990,
KADOKAWA,8,単行本コミックス,FW:ゾンビネスレギーナ（１）,あかほりさとる／桐原いづみほか,未定,
KADOKAWA,9,ドラゴンコミックスエイジ,Tentacle Hole ―テンタクル・ホール―（２）,千賀史貴／石田和真,726,
KADOKAWA,9,ドラゴンコミックスエイジ,ハズレ赤魔道士は賢者タイムに無双する（４）,あおやぎ孝夫／ほーちほか,726,
KADOKAWA,9,ドラゴンコミックスエイジ,咎なスキルで無双する異世界ハーレム怪盗団（５）,深山ユーキ／木曽フミヒロ,726,
KADOKAWA,9,ドラゴンコミックスエイジ,没落予定なので、鍛冶職人を目指す（12）,石田彩／ＣＫほか,726,
KADOKAWA,9,ドラゴンコミックスエイジ,弟子が可愛すぎてつらい（２）,火山雷弌,748,
KADOKAWA,9,ドラゴンコミックスエイジ,オトしてください！　女神様！！（２）,三雲ジョージ,726,
KADOKAWA,9,ドラゴンコミックスエイジ,四姉妹は夜をおまちかね（３）,Ｂｃｏｃａ／保住圭,726,
KADOKAWA,9,ドラゴンコミックスエイジ,トリアージX（26）,佐藤ショウジ,726,
KADOKAWA,9,ドラゴンコミックスエイジ,ゲーム　オブ　ファミリア　―家族戦記―（10）,山口ミコト／Ｄ．Ｐ,726,
KADOKAWA,9,ドラゴンコミックスエイジ,残念女幹部ブラックジェネラルさん（10）,ｊｉｎ,726,
KADOKAWA,9,ドラゴンコミックスエイジ,今日から使える薬学的お世話（３）,最上工路,726,
KADOKAWA,9,ドラゴンコミックスエイジ,ライブダンジョン！（10）,ことりりょう／ｄｙ冷凍ほか,726,
KADOKAWA,10,ビームコミックス,たまごコンチェルト,山田睦,792,
KADOKAWA,10,ビームコミックス,下北沢バックヤードストーリー（１）,西尾雄太,748,
KADOKAWA,10,ビームコミックス,下北沢バックヤードストーリー（２）,西尾雄太,748,
KADOKAWA,10,ビームコミックス,星屑家族（上）,幌山あき,770,
KADOKAWA,10,ビームコミックス,星屑家族（下）,幌山あき,792,
KADOKAWA,10,ビームコミックス,2歳差の幼なじみ,イトノコ,1100,
KADOKAWA,10,ビームコミックス,ある日彼氏が女の子になってしまったカップルの日常,季結ふゆき,814,
KADOKAWA,10,角川コミックス・エース,紅殻のパンドラ（24）,六道神士／士郎正宗,748,
KADOKAWA,10,角川コミックス・エース,世話やきキツネの仙狐さん（12）,リムコロ,704,
KADOKAWA,10,角川コミックス・エース,りんちゃんは据え膳したい（３）,澄田佑貴,704,
KADOKAWA,10,角川コミックス・エース,賢者の孫　Extra Story（６）,吉岡剛／清水ケイスケほか,704,
KADOKAWA,10,角川コミックス・エース,賢者の孫（21）,吉岡剛／菊池政治ほか,704,
KADOKAWA,10,角川コミックス・エース,回復術士のやり直し（12）,月夜涙／羽賀ソウケンほか,704,
KADOKAWA,10,角川コミックス・エース,こえる大峠さん（１）,根雪れい,704,
KADOKAWA,10,角川コミックス・エース,ヤンキーの鬼ヶ原さんが僕にだけ過保護すぎる（１）,泉谷一樹／ヤマギシジャックほか,704,
KADOKAWA,10,角川コミックス・エース,残虐すぎる異世界でも鈴木は可愛い（１）,飯島いちる／土日月ほか,704,
KADOKAWA,10,角川コミックス・エース,咎人の刻印（１）,蒼月海里／藤丸豆ノ介ほか,未定,
KADOKAWA,10,角川コミックス・エース,東京ファントムペイン（上）,蒼月海里／藤丸豆ノ介ほか,未定,
KADOKAWA,10,角川コミックス・エース,東京ファントムペイン（下）,蒼月海里／藤丸豆ノ介ほか,未定,
KADOKAWA,10,単行本コミックス,ぷりこねっ！りだいぶ（１）,Ｃｙｇａｍｅｓ,1650,
KADOKAWA,10,単行本コミックス,小説　装甲騎兵ボトムズ　チャイルド　神の子篇（上）,高橋良輔／谷口守泰,880,
KADOKAWA,10,単行本コミックス,小説　装甲騎兵ボトムズ　チャイルド　神の子篇（下）,高橋良輔／谷口守泰,880,
KADOKAWA,10,電撃コミックスNEXT,エンド・オブ・アルカディア（１）,三崎ユウキ／蒼井祐人ほか,737,
KADOKAWA,15,B’s-LOVEY COMICS,ひみつの朝にはキスの雨（上）,野花さおり,未定,
KADOKAWA,15,B’s-LOVEY COMICS,ひみつの朝にはキスの雨（下）,野花さおり,未定,
KADOKAWA,15,B’s-LOVEY COMICS,無敵のベイビーブルー,泡山わわ,未定,
KADOKAWA,15,ハルタコミックス,ハルタ　2023-FEBRUARY volume 101,ハルタ編集部,未定,
KADOKAWA,15,ハルタコミックス,FOOLPROOF（２）,久方標,未定,
KADOKAWA,15,ハルタコミックス,希釈王,須川佳,未定,
KADOKAWA,15,ハルタコミックス,対岸のメル　―幽冥探偵調査ファイル―（１）,福島聡,未定,
KADOKAWA,15,ハルタコミックス,ふしぎの国のバード（10）,佐々大河,未定,
KADOKAWA,15,ハルタコミックス,むすんで、つむいで（仮）,ハルタ編集部,未定,
KADOKAWA,15,単行本コミックス,さらば、佳き日（８）,茜田千,未定,
KADOKAWA,16,MFC,巨大生物ばかりの異世界をパルクールと足場スキルで無双する。（１）,ＴＡＤＤ／トム・ブラウン　みちお,未定,
KADOKAWA,17,PommeComics,異世界転生したら、なぜか噂の冷酷王子に溺愛されて囚われてます。（１）,未定,未定,
KADOKAWA,17,PommeComics,皇帝陛下をその気にさせる房中術（２）,上原ヨヨギ／小手万里ほか,未定,
KADOKAWA,17,フルールコミックス,天上アイドルが俺を推す,ｒｏｓｃａ,未定,
KADOKAWA,17,フルールコミックス,番が二人ってアリですか！？,羽柴紀子,未定,
KADOKAWA,17,フルールコミックス,星空を見つめたそのあとで（２）,季田ビスコ,未定,
KADOKAWA,17,フロース　コミック,世界で唯一の魔法使いは、宮廷錬金術師として幸せになります※本当の力は秘密です！（１）,山悠希／一分咲ほか,715,
KADOKAWA,17,フロース　コミック,復讐の皇后（５）,Ｋｉｍ　Ｓｏ　Ｈｙｕｎ／ＭＵＳＯ,未定,
KADOKAWA,17,フロース　コミック,復讐の皇后（６）,Ｋｉｍ　Ｓｏ　Ｈｙｕｎ／ＭＵＳＯ,未定,
KADOKAWA,17,フロース　コミック,偽聖女！？　ミラの冒険譚　～追放されましたが、実は最強なのでセカンドライフを楽しみます！～（１）,パイン／櫻井みことほか,未定,
KADOKAWA,17,フロース　コミック,呪われ聖女、暴君皇帝の愛猫になる（１）　溺愛されるのがお仕事って全力で逃げたいんですが？,群青街／小蔦あおい,未定,
KADOKAWA,17,フロース　コミック,指輪の選んだ婚約者（５）,早瀬ジュン／茉雪ゆえほか,未定,
KADOKAWA,17,フロース　コミック,今宵、ロレンツィ家で甘美なる忠誠を（２）,八橋はち／深見アキほか,未定,
KADOKAWA,17,フロース　コミック,悪役令嬢、セシリア・シルビィは死にたくないので男装することにした。（５）,秋山シノ／秋桜ヒロロほか,未定,
KADOKAWA,17,フロース　コミック,毒殺される悪役令嬢ですが、いつの間にか溺愛ルートに入っていたようで（１）,瑞城夷真／糸四季,未定,
KADOKAWA,17,フロース　コミック,毒殺される悪役令嬢ですが、いつの間にか溺愛ルートに入っていたようで（２）,瑞城夷真／糸四季,未定,
KADOKAWA,17,フロース　コミック,毒殺される悪役令嬢ですが、いつの間にか溺愛ルートに入っていたようで（３）,瑞城夷真／糸四季,未定,
KADOKAWA,17,フロース　コミック,記憶喪失の侯爵様に溺愛されています　これは偽りの幸福ですか？（５）,ここあ／春志乃ほか,未定,
KADOKAWA,17,フロース　コミック,『魅了』の乙女と堅物筆頭魔術師の初恋記録（１）,赤羽にな／高瀬なずな,未定,
KADOKAWA,20,青騎士コミックス,青騎士　第12A号,あすか編集部,未定,
KADOKAWA,20,青騎士コミックス,青騎士　第12B号,あすか編集部,未定,
KADOKAWA,20,青騎士コミックス,ダブルロード（２）,加藤勇気,未定,
KADOKAWA,20,青騎士コミックス,てれぴんレコード　B面,毛塚了一郎,未定,
KADOKAWA,20,青騎士コミックス,おのれ人間ども（１）,八十八良,792,
KADOKAWA,20,青騎士コミックス,つらねこ（１）,熊倉隆俊,未定,
KADOKAWA,20,青騎士コミックス,エレナの炬火（１）,小板玲音,未定,
KADOKAWA,21,MFコミックス　アライブシリーズ,Dead by Daylight 公式アンソロジー,未定,715,
KADOKAWA,21,MFコミックス　アライブシリーズ,なぜ僕の世界を誰も覚えていないのか？（９）,ありかん／細音啓ほか,671,
KADOKAWA,21,MFコミックス　アライブシリーズ,探偵はもう、死んでいる。（５）,麦子／二語十ほか,671,
KADOKAWA,21,MFコミックス　アライブシリーズ,ガールズ＆パンツァー　もっとらぶらぶ作戦です！（19）,弐尉マルコ／ガールズ＆パンツァー製作委員会,671,
KADOKAWA,21,MFコミックス　アライブシリーズ,この素晴らしい世界に祝福を！ファンタスティックデイズ（２）,森野カスミ／暁なつめほか,671,
KADOKAWA,21,MFコミックス　アライブシリーズ,スパイ教室2部（１）,べにしゃけ／竹町ほか,671,
KADOKAWA,21,MFコミックス　アライブシリーズ,スパイ教室3部（１）,せうかなめ／竹町ほか,671,
KADOKAWA,21,MFコミックス　アライブシリーズ,ノーゲーム・ノーライフ　第二章　東部連合編（２）,内藤隆／榎宮祐,671,
KADOKAWA,21,MFコミックス　アライブシリーズ,【朗報】俺の許嫁になった地味子、家では可愛いしかない。（２）,椀田くろ／氷高悠ほか,671,
KADOKAWA,21,MFコミックス　アライブシリーズ,乙女怪獣キャラメリゼ（７）,蒼木スピカ,671,
KADOKAWA,21,MFコミックス　アライブシリーズ,世界の終わりの世界録（10）,雨水龍／細音啓ほか,671,
KADOKAWA,21,MFコミックス　フラッパーシリーズ,はなものがたり（２）,ｓｃｈｗｉｎｎ,704,
KADOKAWA,21,MFコミックス　フラッパーシリーズ,FX戦士くるみちゃん（４）,でむにゃん／炭酸だいすき,704,
KADOKAWA,22,MFC,JC、殺人鬼やめました（１）,洋介犬,未定,
KADOKAWA,22,MFC,最後の竜騎士の英雄譚　パンジャール猟兵団戦記（１）,よしふみ／蒼木雅彦,715,
KADOKAWA,22,MFC,異世界闘牌記（２）,カガミツキ／和多乃原かぼれん,未定,
KADOKAWA,22,MFC,蛇神様と長耳の巫女,ｏｋａｍｕｒａ,未定,
KADOKAWA,22,MFC,盾の勇者のおしながき（６）,赤野天道／アネコユサギほか,未定,
KADOKAWA,22,MFC,目覚めたら最強装備と宇宙船持ちだったので、一戸建て目指して傭兵として自由に生きたい（６）,松井俊壱／リュートほか,未定,
KADOKAWA,22,MFC,異世界チートサバイバル飯（10）,山田モジ美／赤石赫々ほか,未定,
KADOKAWA,22,MFC,ほのぼの異世界転生デイズ　～レベルカンスト、アイテム持ち越し！　私は最強幼女です～（４）,吉元ますめ／しっぽタヌキほか,未定,
KADOKAWA,22,MFC,日本国召喚（７）,高野千春／みのろうほか,未定,
KADOKAWA,22,MFC,コミカライズ古事記　―イザナギとイザナミ―　日本を産んだ神夫婦はラブラブだったのですが。,駒碧／小野寺優,未定,
KADOKAWA,22,シルフコミックス,破滅の刑死者（３）　内閣情報調査室「特務捜査」部門CIRO-S,七月タミカ／吹井賢ほか,未定,
KADOKAWA,22,シルフコミックス,篠崎くんのメンテ事情（９）,鰤尾みちる,未定,
KADOKAWA,22,シルフコミックス,スタジオカバナ（４）,馬あぐり,未定,
KADOKAWA,22,シルフコミックス,運命を信じない彼が言うには（４）,おむ・ザ・ライス,未定,
KADOKAWA,22,シルフコミックス,次はさせてね　はじめて（１）,榎木りか,未定,
KADOKAWA,22,単行本コミックス,バッテリー（10）,柚庭千景／あさのあつこ,未定,
KADOKAWA,24,あすかコミックスDX,影時さまのくれなゐ後宮（２）,硝音あや,未定,
KADOKAWA,24,あすかコミックスDX,月華国奇医伝（10）,ひむか透留,未定,
KADOKAWA,25,ドラゴンコミックスエイジ,また殺されてしまったのですね、探偵様（１）,てにをは／いなばほか,未定,
KADOKAWA,25,角川コミックス・エース,29歳独身は異世界で自由に生きた……かった。（６）,リュート／オオハマイコほか,未定,
KADOKAWA,25,角川コミックス・エース,LV999の村人（13）,岩元健一／星月子猫ほか,未定,
KADOKAWA,25,角川コミックス・エース,俺の妹がこんなに可愛いわけがない　黒猫if（２）,伏見つかさ／森あいりほか,未定,
KADOKAWA,25,角川コミックス・エース,俺の妹がこんなに可愛いわけがない　あやせif（３）,伏見つかさ／渡会けいじほか,未定,
KADOKAWA,25,角川コミックス・エース,異世界帰りの英雄曰く（２）,窪茶／涼暮皐,未定,
KADOKAWA,25,角川コミックス・エース,痛いのは嫌なので防御力に極振りしたいと思います。（７）,おいもとじろう／夕蜜柑ほか,未定,
KADOKAWA,25,角川コミックス・エース,はじめてのギャル（16）,植野メグル,未定,
KADOKAWA,25,角川コミックス・エース,田舎のホームセンター男の自由な異世界生活（10）,うさぴょん／古来歩ほか,未定,
KADOKAWA,25,角川コミックス・エース,陰キャの僕に罰ゲームで告白してきたはずのギャルが、どう見ても僕にベタ惚れです（１）,神奈なごみ／かがちさくほか,未定,
KADOKAWA,25,角川コミックス・エース,異世界迷宮でハーレムを（９）,氷樹一世／蘇我捨恥（ヒーロー文庫／主婦の友インフォス）ほか,未定,
KADOKAWA,25,角川コミックス・エース,機動戦士ガンダムF90FF（８）,今ノ夜きよし／イノノブヨシほか,未定,
KADOKAWA,25,角川コミックス・エース,機動戦士ガンダム　バトルオペレーション　コード・フェアリー（２）,高木秀栄／矢立肇ほか,未定,
KADOKAWA,25,角川コミックス・エース,物語の黒幕に転生して（１）,瀬川はじめ／結城涼ほか,未定,
KADOKAWA,25,単行本コミックス,恋人が自分にだけ見せてくれる素顔が尊い,まえば,未定,
KADOKAWA,25,単行本コミックス,バンドリ！　ガールズバンドパーティ！　イベントダイアリー（２）,黒渕かしこ／Ｃｒａｆｔ　Ｅｇｇ／ブシロード,880,
KADOKAWA,25,電撃コミックスEX,ぷちます！（14）,バンダイナムコエンターテインメント／明音,未定,
KADOKAWA,25,電撃コミックスEX,サーシャちゃんとクラスメイトオタクくん（２）,はぐはぐ,未定,
KADOKAWA,25,電撃コミックスEX,俺の姉の行動が尊い。（１）,村中悟,未定,
KADOKAWA,25,電撃コミックスEX,通勤道中であの娘がぱんつを見せてくる本,大嘘,未定,
KADOKAWA,25,電撃コミックスNEXT,酒癖50（１）,唐崎／鈴木おさむほか,未定,
KADOKAWA,25,電撃コミックスNEXT,煤まみれの騎士（１）,ｃｏｍｏｒｉ／美浜ヨシヒコほか,未定,
KADOKAWA,25,電撃コミックスNEXT,氷雪の魔女は××している場合ではない。（１）,神奈,未定,
KADOKAWA,25,電撃コミックスNEXT,毒蛇転生～毒沼に落とされたいじめられっ子が、毒蛇に転生して無双する話～（１）,株式会社ナンバーナイン／納豆まぜお,未定,
KADOKAWA,25,電撃コミックスNEXT,辺境都市の育成者（３）,日高／七野りくほか,未定,
KADOKAWA,25,電撃コミックスNEXT,異世界黙示録マイノグーラ（４）　～破滅の文明で始める世界征服～,緑華野菜子／鹿角フェフほか,未定,
KADOKAWA,25,電撃コミックスNEXT,姫騎士様のヒモ（１）,白金透／きぃやんほか,未定,
KADOKAWA,25,電撃コミックスNEXT,女子高生×日常に蠢く怪異アンソロジーコミック（仮）,未定,未定,
KADOKAWA,25,電撃コミックスNEXT,あの夏が飽和する。（１）,未定,未定,
KADOKAWA,25,電撃コミックスNEXT,彼女が先輩にNTRれたので、先輩の彼女をNTRます（２）,宝乃あいらんど／震電みひろほか,未定,
KADOKAWA,25,電撃コミックスNEXT,野人転生（６）,野人／小林嵩人,未定,
KADOKAWA,25,電撃コミックスNEXT,妖怪学校の生徒会長（２）,戦上まい子,未定,
KADOKAWA,25,電撃コミックスNEXT,いずれ最強に至る転生魔法使い（１）,戯屋べんべ／飯田栄静ほか,未定,
KADOKAWA,25,電撃コミックスNEXT,社畜が異世界に飛ばされたと思ったらホワイト企業だった（８）,結城鹿介／髭乃慎士,未定,
KADOKAWA,25,電撃コミックスNEXT,後輩OLはメイドのひなさんなんかじゃない（２）,北斗すい,未定,
KADOKAWA,27,MFC キューンシリーズ,拝啓…殺し屋さんと結婚しました（５）,高坂曇天,未定,
KADOKAWA,27,MFC キューンシリーズ,大正忌憚魔女（１）,うさみみき,未定,
KADOKAWA,27,MFC キューンシリーズ,ギャングスタガールズ（１）,綾瀬れつ,未定,
KADOKAWA,27,MFC ジーンピクシブシリーズ,ニャリウッド！（１）　NYALLYWOOD STUDIOS SERIES 映画大好きマズルカちゃん,杉谷庄吾（プロダクション・グッドブック）,未定,
KADOKAWA,27,MFC ジーンピクシブシリーズ,俺が創造主になった世界で俺の推しカプだけがくっつかない（１）,貫井なお,未定,
KADOKAWA,27,MFC ジーンピクシブシリーズ,イケメン男装レイヤーに恋してる！！,ＹＵＮＯＫＩ,未定,
KADOKAWA,27,MFC ジーンピクシブシリーズ,佐原先生と土岐くん（６）,鳥谷コウ,未定,
KADOKAWA,27,MFC ジーンピクシブシリーズ,お前なんか大嫌いだバーカ！,砂尾,未定,
KADOKAWA,27,MFC ジーンピクシブシリーズ,はむはむづくし,はむはむ,未定,
KADOKAWA,27,MFC ジーンピクシブシリーズ,殺戮の天使　Episode.0（７）,真田まこと／名束くだん,未定,
KADOKAWA,27,MFコミックス　ジーンシリーズ,被虐のノエル（９）,しゃもじ／カナヲ,649,
KADOKAWA,27,MFコミックス　ジーンシリーズ,ニーチェ先生～コンビニに、さとり世代の新人が舞い降りた～（18）,ハシモト／松駒,649,
KADOKAWA,27,MFコミックス　ジーンシリーズ,平野と鍵浦（４）,春園ショウ,693,
KADOKAWA,27,MFコミックス　ジーンシリーズ,ピエタとトランジ（１）,キスガエ／藤野可織,693,
KADOKAWA,27,単行本コミックス,藍渓鎮　羅小黒戦記外伝（３）,木頭／孫呱,未定,
