出版社,発売日,シリーズ名・書名,著者,予価,
KADOKAWA,27,電撃コミックスEX東方智霊奇伝　反則探偵さとり　迷宮編（２）,ＺＵＮ／秋巻ゆう,未定,
KADOKAWA,27,電撃コミックスNEXT俺の『全自動支援（フルオートバフ）』で仲間たちが世界最強（１）　～そこにいるだけ無自覚無双～,ＩプルＴ／ｅｐｉｎａほか,未定,
KADOKAWA,27,電撃コミックスNEXT#ゾンビさがしてます（１）,カツヲ,未定,
KADOKAWA,27,電撃コミックスNEXTおとなりのおねえさんにアレコレされるまんが（１）,貞清カズヒコ,未定,
KADOKAWA,27,電撃コミックスNEXTたびみまん（２）,赤樫,未定,
KADOKAWA,27,電撃コミックスNEXTガヴリールドロップアウト（13）,うかみ,未定,
KADOKAWA,28,あすかコミックスCL-DX駄犬に注意！（５）,とりよし,未定,
KADOKAWA,28,あすかコミックスCL-DX八犬伝　―東方八犬異聞―（22）,あべ美幸,未定,
KADOKAWA,28,あすかコミックスCL-DX君香シャーレ　新装版,鯛野ニッケ,未定,
KADOKAWA,28,ヴァンプコミックス逆転異世界で嫁き遅れSランク女冒険者たちに迫られています（１）,未定／アイーダ龍央ほか,未定,
KADOKAWA,28,ヴァンプコミックスセックス＆ダンジョン！！（９）,佐原玄清／ミンカンスキーほか,未定,
KADOKAWA,28,フロース　コミックど庶民の私、実は転生者でした（３）,安芸緒／吉野屋桜子ほか,未定,
KADOKAWA,28,フロース　コミック逆行した悪役令嬢は、なぜか魔力を失ったので深窓の令嬢になります（３）,さかもとびん／蒼伊ほか,未定,
KADOKAWA,28,フロース　コミック絶滅危惧種　花嫁　虐げられた姫ですが王子様の呪いを解いて幸せになります（２）,らむだ／狭山ひびきほか,未定,
KADOKAWA,28,フロース　コミック異世界から聖女が来るようなので、邪魔者は消えようと思います（５）,ばち／蓮水涼ほか,未定,
KADOKAWA,28,フロース　コミックお嬢さんの執事（２）,Ｃｈｅｏｍｊｉ／ＨＡ　ＹａｅＪｉ,未定,
KADOKAWA,28,角川コミックス・エース文豪ストレイドッグス　わん！（10）,かないねこ／朝霧カフカほか,未定,
KADOKAWA,28,角川コミックス・エース文豪ストレイドッグス（23）,朝霧カフカ／春河３５,未定,
KADOKAWA,28,角川コミックス・エースシュガーアップル・フェアリーテイル（２）,三川みり／夜空のうどんほか,未定,
KADOKAWA,28,角川コミックス・エース異世界行っても少年マンガの主人公は1ミリもブレない！！！（３）,梅澤春人,未定,
KADOKAWA,28,角川コミックス・エースラストギアス（７）,高橋脩,未定,
KADOKAWA,28,角川コミックス・エース理想のヒモ生活（16）,日月ネコ／渡辺恒彦（ヒーロー文庫／主婦の友インフォス）ほか,未定,
KADOKAWA,28,単行本コミックスラブライブ！虹ヶ咲学園スクールアイドル同好会　キズナComicBook（３）,矢立肇／公野櫻子ほか,未定,
KADOKAWA,28,単行本コミックスオタク同僚と偽装結婚した結果、毎日がメッチャ楽しいんだけど！（１）,未定／コイルほか,未定,
講談社,5,プレミアムKC月曜日のたわわ（６）青版,比村奇石,1000,
講談社,5,ヤンマガKCスペシャル月曜日のたわわ（６）,比村奇石,726,
講談社,6,KCデラックスfeaturing『満州アヘンスクワッド』　昔々アヘンでできたクレイジィな国がありました。,門馬司／鹿子ほか,1650,
講談社,6,ヤンマガKCスペシャル雪女と蟹を食う（９）,Ｇｉｎｏ０８０８,726,
講談社,6,ヤンマガKCスペシャルチリアクタ（３）,木村航,726,
講談社,6,ヤンマガKCスペシャル税金で買った本（５）,ずいの／系山冏,726,
講談社,6,ヤンマガKCスペシャルみなみけ（24）,桜場コハル,726,
講談社,6,ヤンマガKCスペシャル徘徊者（１）,鈴木ユウヘイ／宝依図,726,
講談社,6,ヤンマガKCスペシャル満州アヘンスクワッド（11）,鹿子／門馬司,726,
講談社,7,アフタヌーンKC週末芸人（２）,久保田之都,825,
講談社,7,アフタヌーンKC空挺ドラゴンズ（14）,桑原太矩,748,
講談社,8,KCデラックス追放魔術師のその後　新天地で始めるスローライフ（３）,天音ナツシロ／砂糖多労ほか,726,
講談社,8,KCデラックスDestiny Unchain Online ～吸血鬼少女となって、やがて『赤の魔王』と呼ばれるようになりました～（２）,ヤチモト／ｒｅｓｎ,726,
講談社,8,KCデラックス七聖剣と魔剣の姫（４）,エターナル１４歳／御子柴奈々ほか,726,
講談社,8,KCデラックスブラック国家を追放されたけど【全自動・英霊召喚】があるから何も困らない。～最強クラスの英霊1000体が知らないうちに仕事を片付けてくれるし、みんな優しくて居心地いいんで、今さら元の国には戻りません。～（４）,コバシコ／六志麻あさほか,726,
講談社,8,KCデラックス転生皇子が原作知識で世界最強（２）,小田童馬／相野仁,726,
講談社,8,KCデラックス最弱な僕は〈壁抜けバグ〉で成り上がる～壁をすり抜けたら、初回クリア報酬を無限回収できました！～（２）,畑優以／北川ニキタほか,726,
講談社,8,シリウスKC俺だけ入れる隠しダンジョン　～こっそり鍛えて世界最強～（10）,樋野友行／瀬戸メグルほか,748,
講談社,8,シリウスKC勇者パーティを追い出された器用貧乏　～パーティ事情で付与術士をやっていた剣士、万能へと至る～（５）,よねぞう／都神樹ほか,693,
講談社,8,シリウスKC人外姫様、始めました　～Free Life Fantasy Online～（８）,園原アオ／割田コマほか,715,
講談社,8,シリウスKC転生したらスライムだった件（22）,川上泰樹／伏瀬ほか,748,
講談社,8,シリウスKC転ちゅら！　転生したらスライムだった件（６）,茶々／伏瀬ほか,693,
講談社,8,シリウスKC転生したらスライムだった件　異聞　～魔国暮らしのトリニティ～（７）,戸野タエ／伏瀬ほか,748,
講談社,8,シリウスKC転生大聖女の目覚め～瘴気を浄化し続けること二十年、起きたら伝説の大聖女になってました～（４）,錬金王／五色安未ほか,715,
講談社,8,シリウスKC人間消失（２）,江戸川エドガワ,715,
講談社,8,シリウスKCダンジョン・シェルパ　迷宮道先案内人（７）,刀坂アキラ／加茂セイほか,715,
講談社,8,シリウスKC夜桜四重奏～ヨザクラカルテット～（30）,ヤスダスズヒト,748,
講談社,8,シリウスKCテフレ。（３）,寝子空兄,748,
講談社,8,シリウスKC大雪海のカイナ（１）,武本糸会／弐瓶勉（東亜重工）,715,
講談社,8,シリウスKC魔法使い黎明期（６）,タツヲ／虎走かけるほか,748,
講談社,8,シリウスKC六姫は神護衛に恋をする　～最強の守護騎士、転生して魔法学園に行く～（９）,加古山寿／朱月十話ほか,715,
講談社,9,KCデラックスAランクパーティを離脱した俺は、元教え子たちと迷宮深部を目指す。（４）,ユーリ／右薙光介ほか,715,
講談社,9,KCデラックス幼馴染とはラブコメにならない（３）,三簾真也,715,
講談社,9,KCデラックスきみとピコピコ（４）,ゆずチリ,715,
講談社,9,KCデラックス東京ネオンスキャンダル（５）,がしたに／ＭＩＴＡ,715,
講談社,9,KCデラックスエルディアス・ロード　女神にもらった絶対死なない究極スキルで七つのダンジョンを攻略する（３）,澄守彩／髙田タカミほか,715,
講談社,9,KCデラックス可愛いだけじゃない式守さん（16）,真木蛍五,715,
講談社,9,KCデラックスギルティサークル（６）,山本やみー／門馬司,715,
講談社,9,KCデラックス十字架のろくにん（９）,中武士竜,715,
講談社,9,KCデラックスこの世界がいずれ滅ぶことを、俺だけが知っている　～モンスターが現れた世界で、死に戻りレベルアップ～（１）,翼／灰島シゲルほか,715,
講談社,9,KCデラックス奴隷転生　～その奴隷、最強の元王子につき～（11）,原口鳳汰／カラユミほか,715,
講談社,9,KCデラックスほねぬきごはん　～ウブで奥手な半キュバスにハートをください～（１）,御影夏,715,
講談社,9,講談社コミックス29歳独身中堅冒険者の日常（14）,奈良一平,528,
講談社,9,講談社コミックスアルスラーン戦記（18）,荒川弘／田中芳樹,528,
講談社,9,講談社コミックス黒猫と魔女の教室（３）,金田陽介,528,
講談社,9,講談社コミックスレトロポリス・スクラッチ（１）,片岡人生／近藤一馬,528,
講談社,13,BE LOVE KCデキる男女のデキない恋（１）,龍本みお,726,
講談社,13,BE LOVE KC月読くんの禁断お夜食（２）,アサダニッキ,726,
講談社,13,BE LOVE KC海自とおかん（１）,上田美和,726,
講談社,13,BE LOVE KC漫画版　されど愛しきお妻様,上田美和／鈴木大介,1210,
講談社,13,BE LOVE KCちはやふる（50）,末次由紀,528,
講談社,13,BE LOVE KCこの恋、茶番につき！？（６）,山中梅鉢,726,
講談社,13,KC KISSけむたい姉とずるい妹（３）,ばったん,748,
講談社,13,KC KISSアレンとドラン（７）,麻生みこと,550,
講談社,13,KCデザート天野くんと恋なんてしない！（１）,春巻はるな,528,
講談社,13,KCデザートちょろくてかわいい君が好き（４）,八田あかり,528,
講談社,13,KCデザート極婚～超溺愛ヤクザとケイヤク結婚！？～（６）,桜井真優,550,
講談社,13,KCデラックス香るわたしにキスをして。（２）,壱コトコ,517,
講談社,13,KCデラックスわけわかんないキミが好き（３）,みずぐちまふゆ,517,
講談社,13,KCデラックスドールのしもべが自重しない！,水無月十八,715,
講談社,13,講談社コミックス別冊フレンド稲妻とロマンス（４）,みきもと凜,528,
講談社,14,KCデラックス猫を拾った話。（４）,寺田亜太朗／本多八十二,1100,
講談社,14,モーニングKC篭目の言士（１）,日野草／如月にまる,715,
講談社,14,モーニングKC未熟なふたりでございますが（13）,カワハラ恋,726,
講談社,14,モーニングKCエリートは學び足りない（２）,粥川すず,715,
講談社,15,KCデラックスめ組の大吾　救国のオレンジ（６）,曽田正人／冨山玖呂,726,
講談社,15,KCデラックス真夏のグレイグー（２）,井上智徳,726,
講談社,15,KCデラックス恋は世界征服のあとで（６）,野田宏／若松卓宏,726,
講談社,15,KCデラックスDYS CASCADE（２）,中川海二,726,
講談社,15,マガジンエッジKC私の胎の中の化け物（３）,中村すすむ,715,
講談社,15,マガジンエッジKC左手のための二重奏（７）,松岡健太,715,
講談社,15,講談社コミックス月刊マガジン白聖女と黒牧師（11）,和武はざの,528,
講談社,15,講談社コミックス月刊マガジン君じゃなきゃダメな奴隷少女（３）,青目槙斗,528,
講談社,16,KCデラックス柊さんちの吸血事情（２）,吉河美希,715,
講談社,16,KCデラックス日向さん、星野です。（１）,うおやま,715,
講談社,16,KCデラックス生徒会にも穴はある！（２）,むちまろ,715,
講談社,16,KCデラックスシャングリラ・フロンティア（11）　～クソゲーハンター、神ゲーに挑まんとす～,硬梨菜／不二涼介,715,
講談社,16,講談社コミックスダイヤのA act2（32）,寺嶋裕二,528,
講談社,16,講談社コミックスダイヤのC！！　青道高校野球部猫日誌（２）,岡田有希／寺嶋裕二,528,
講談社,16,講談社コミックスアトワイトゲーム（１）,新川直司,528,
講談社,16,講談社コミックス無二の一撃（２）,内藤光太郎,528,
講談社,16,講談社コミックス甘神さんちの縁結び（８）,内藤マーシー,528,
講談社,16,講談社コミックス彼女、お借りします（29）,宮島礼吏,528,
講談社,16,講談社コミックスEDENS ZERO（24）,真島ヒロ,528,
講談社,16,講談社コミックス青のミブロ（６）,安田剛士,528,
講談社,16,講談社コミックス戦隊大失格（８）,春場ねぎ,528,
講談社,16,講談社コミックスBADDIES！（１）,奧山哲矢,528,
講談社,16,講談社コミックスインフェクション（30）,及川徹,528,
講談社,16,講談社コミックスブルーロック（22）,金城宗幸／ノ村優介,528,
講談社,16,講談社コミックス蒼く染めろ（５）,桜井ミヤト,528,
講談社,16,講談社コミックスカッコウの許嫁（15）,吉河美希,528,
講談社,20,KCデラックスサラリーマン山崎シゲルNEO（４）,田中光,726,
講談社,20,KCデラックスごくちゅう！（３）,こんぱる＆ふじしまぺポ／草下シンヤほか,726,
講談社,20,ヤンマガKCスペシャルきみだけがほんとう（１）,やっそん義之,726,
講談社,20,ヤンマガKCスペシャルオカルトちゃんは語れない（９）,ペトス／橋本カヱほか,726,
講談社,20,ヤンマガKCスペシャル亜人ちゃんは語りたい（11）,ペトス,726,
講談社,20,ヤンマガKCスペシャル神龍イデア（４）,連打一人,726,
講談社,20,ヤンマガKCスペシャルリトルホーン～異世界勇者と村娘～（１）,額縁あいこ,726,
講談社,20,ヤンマガKCスペシャルギャルにぱちゃんはせまられたい（１）,歌鳴リナ,726,
講談社,20,ヤンマガKCスペシャル金曜日のバカ飯先輩（２）,赤堀君／よしづきくみち,726,
講談社,20,ヤンマガKCスペシャル僕は君たちを支配する（４）,千田大輔,726,
講談社,20,ヤンマガKCスペシャル美龍艶笑譚～自己肯定感が激低なドラゴン級美少女魔王を、勇者がイチャラブで退治するお話～（３）,ブラック木蓮／郊外の某,726,
講談社,20,ヤンマガKCスペシャルカスミ荘の漫画家志望達（２）,うらたにみずき／大野そら,726,
講談社,20,ヤンマガKCスペシャル今夜は車内でおやすみなさい。（５）,小田原ドラゴン,726,
講談社,20,ヤンマガKCスペシャルタダでは抱かれません（２）,檜原フキ,726,
講談社,20,ヤンマガKCスペシャル蓼食う君も好き好き（３）,当麻,726,
講談社,20,ヤンマガKCスペシャルヨモツヘグイ　死者の国の果実（２）,柿崎正澄,726,
講談社,20,ヤンマガKCスペシャルSNS探偵オノノキツカサ（２）,カレーとネコ／馬酔髙,726,
講談社,20,ヤンマガKCスペシャル怨讐のレプリカ（４）,おりお無,726,
講談社,20,ヤンマガKCスペシャル戦花（１）,わらいがため,726,
講談社,21,星海社COMICS逆資本論,井上純一,未定,
講談社,22,KCデラックスルート　～雪の王国　目覚める星たち～（２）,秦和生,770,
講談社,22,KCデラックスバウンスバック（７）,こしのりょう,715,
講談社,22,アフタヌーンKCおおきく振りかぶって（36）,ひぐちアサ,748,
講談社,22,アフタヌーンKCイサック（14）,真刈信二／ＤＯＵＢＬＥ－Ｓ,748,
講談社,22,アフタヌーンKCトップウGP（11）,藤島康介,748,
講談社,22,アフタヌーンKCメダリスト（７）,つるまいかだ,748,
講談社,22,アフタヌーンKC不動さんの裏垢活動（２）,藤峰式,748,
講談社,22,アフタヌーンKC民俗学者　赤坂弥一郎の事件簿（１）,リチャードウー／芳崎せいむ,748,
講談社,22,イブニングKCきりもやびより（４）,みずしな孝之,726,
講談社,22,モーニングKCダーウィンクラブ（４）,朱戸アオ,715,
講談社,22,モーニングKC焼いてるふたり（９）,ハナツカシオリ,726,
講談社,22,モーニングKC吉原プラトニック（３）,オキモト・シュウ／藤川よつ葉,715,
講談社,22,モーニングKC宇宙兄弟（42）,小山宙哉,726,
講談社,22,モーニングKC刷ったもんだ！（８）,染谷みのる,748,
講談社,22,モーニングKC平和の国の島崎へ（１）,濱田轟天／瀬下猛,748,
講談社,22,モーニングKCツイステッド・シスターズ（３）,山下和美,715,
講談社,22,モーニングKCマタギガンナー（２）,藤本正二／Ｊｕａｎ　Ａｌｂａｒｒａｎ,715,
講談社,22,モーニングKC昭和のグラゼニ（３）,森高夕次／川,726,
講談社,22,モーニングKC定額制夫のこづかい万歳　月額2万千円の金欠ライフ（５）,吉本浩二,737,
講談社,22,ヤンマガKCスペシャルBLAST（１）,仲里はるな,803,
講談社,22,ワイドKC6年目の私のおっとり旦那～変わったこと、変わらないこと～,木崎アオコ,1210,
講談社,28,KCxお探しの初恋相手はたぶん私です、とはとても言えない。～逃亡した元聖女、もふもふをこじらせた青年と再会する～（２）,永野水貴／火鳴。,748,
集英社,1,ヤングジャンプコミックスブラックナイトパレード　1～3巻新卒採用スターターセット,中村光,1874,
集英社,2,ジャンプコミックスダークギャザリング（11）,近藤憲一,572,
集英社,2,ジャンプコミックス神食の料理人（４）,鈴木小波,572,
集英社,2,ジャンプコミックスおいしいコーヒーのいれ方（12）,青沼裕貴／雀村アオほか,990,
集英社,2,ジャンプコミックス恋人以上友人未満（２）,ｙａｔｏｙａｔｏ,715,
集英社,2,ジャンプコミックスドラゴンクエスト　ダイの大冒険　勇者アバンと獄炎の魔王（６）,三条陸／芝田優作,528,
集英社,2,ジャンプコミックスドラゴンクエスト　蒼天のソウラ（20）,中島諭宇樹／堀井雄二ほか,682,
集英社,2,ジャンプコミックスドラゴンクエスト　ダイの大冒険　クロスブレイド（４）,天望良一,572,
集英社,2,ジャンプコミックス呪術廻戦（21）,芥見下々,550,
集英社,2,ジャンプコミックス神のまにまに（６）,猗笠怜司,748,
集英社,2,ジャンプコミックスHEART GEAR（５）,タカキツヨシ,748,
集英社,2,ジャンプコミックスデジモンドリーマーズ（１）,やぶのてんや／本郷あきよし,594,
集英社,2,ジャンプコミックスThisコミュニケーション（８）,六内円栄,594,
集英社,2,ジャンプコミックスベイビーブルーパー（１）,はるにわかえる,715,
集英社,2,ジャンプコミックス僕とロボコ（11）,宮崎周平,528,
集英社,2,ジャンプコミックス遊☆戯☆王　OCG STORIES（１）,吉田伸／三好直人ほか,572,
集英社,2,ジャンプコミックス遊☆戯☆王ゴーラッシュ！！（１）,杉田尚／彦久保雅博,572,
集英社,2,ジャンプコミックスヨーヨー異邦人ヨータ！（１）,中川中丸,550,
集英社,2,ジャンプコミックス左ききのエレン（23）,かっぴー／ｎｉｆｕｎｉ,528,
集英社,2,ジャンプコミックス左ききのエレン（24）,かっぴー／ｎｉｆｕｎｉ,550,
集英社,2,ジャンプコミックススーパードラゴンボールヒーローズ　ウルトラゴッドミッション！！！！（１）,ながやま由貴,572,
集英社,2,ジャンプコミックススーパードラゴンボールヒーローズ　アバターズ！！（２）,カサイユージ,594,
集英社,2,ジャンプコミックスDRAGON BALL 超　スーパーヒーロー,鳥山明,1650,
集英社,2,ジャンプコミックスすごいスマホ（２）,冨澤浩気／肥田野健太郎,528,
集英社,2,ジャンプコミックス歯医者さん、あタってます！（７）,山崎将,550,
集英社,2,ジャンプコミックス口が裂けても君には（７）,梶本あかり,715,
集英社,2,ジャンプコミックススケルトンダブル（１）,コンドウ十画,748,
集英社,2,ジャンプコミックス深東京（１）,榊健滋,528,
集英社,2,ジャンプコミックス不治の病は不死の病.（１）,へちぃ,550,
集英社,2,ジャンプコミックス筋肉島（１）,成田成哲,715,
集英社,2,ジャンプコミックスアンデッドアンラック（14）,戸塚慶文,528,
集英社,2,ジャンプコミックスアオのハコ（８）,三浦糀,528,
集英社,2,ジャンプコミックスキメツ学園！（３）,吾峠呼世晴／帆上夏希,528,
集英社,2,ジャンプコミックスサラダ・ヴァイキング（３）,ソウイチロウ,770,
集英社,2,ジャンプコミックスラーメン赤猫（２）,アンギャマン,748,
集英社,2,ジャンプコミックスマッシュル　―MASHLE―（14）,甲本一,528,
集英社,2,ジャンプコミックスあかね噺（４）,末永裕樹／馬上鷹将,528,
集英社,2,ヤングジャンプコミックス終末のハーレム　ファンタジア（12）,ＬＩＮＫ／ＳＡＶＡＮ,748,
集英社,15,愛蔵版コミックスTHE FIRST SLAM DUNK re:SOURCE,井上雄彦,1980,
集英社,19,ジャンプコミックスジョジョの奇妙な冒険　クレイジー・Dの悪霊的失恋（２）,上遠野浩平／カラスマタスクほか,528,
集英社,19,ジャンプコミックスJOJO’s Bizarre Quizzes 500 ジョジョの奇妙な問題集,荒木飛呂彦／Ｖジャンプ編集部,990,
集英社,19,ヤングジャンプコミックス九龍ジェネリックロマンス（８）,眉月じゅん,715,
集英社,19,ヤングジャンプコミックスこういうのがいい（４）,双龍,748,
集英社,19,ヤングジャンプコミックスブラックナイトパレード（８）,中村光,715,
集英社,19,ヤングジャンプコミックス全部君のせいだ（１）,ｍｅｒｒｙｈａｃｈｉ,715,
集英社,19,ヤングジャンプコミックスTOUGH 龍を継ぐ男（26）,猿渡哲也,715,
集英社,19,ヤングジャンプコミックス漫画　ミュージカル『刀剣乱舞』幕末天狼傳（上）,戯曲ミュージカル『刀剣乱舞』～幕末天狼傳～（御笠ノ忠次）／山崎京ほか,748,
集英社,19,ヤングジャンプコミックス漫画　ミュージカル『刀剣乱舞』幕末天狼傳（下）,戯曲ミュージカル『刀剣乱舞』～幕末天狼傳～（御笠ノ忠次）／山崎京ほか,748,
集英社,19,ヤングジャンプコミックスウマ娘　シンデレラグレイ（９）,久住太陽／杉浦理史ほか,715,
集英社,19,ヤングジャンプコミックスかぐや様は告らせたい～天才たちの恋愛頭脳戦～（28）,赤坂アカ,748,
集英社,19,ヤングジャンプコミックスかぐや様を語りたい（８）,赤坂アカ／Ｇ３井田,715,
集英社,19,ヤングジャンプコミックス『かぐや様は告らせたい』ラスト公式ファンブック【秀知院学園卒業パーティー～かぐや様は祝われたい～】,赤坂アカ／（株）ウェッジホールディングス　ユニコン事業部,1100,
集英社,19,ヤングジャンプコミックス君のことが大大大大大好きな100人の彼女（12）,中村力斗／野澤ゆき子,748,
集英社,19,ヤングジャンプコミックス女優めし（２）,藤川よつ葉／うえののの,715,
集英社,19,ヤングジャンプコミックススタンドUPスタート（９）,福田秀,748,
集英社,19,ヤングジャンプコミックス飛び降りようとしている女子高生を助けたらどうなるのか？（３）,岸馬きらく／うるひこほか,748,
集英社,19,ヤングジャンプコミックスお役に立つので血をください（１）,十五夜,748,
集英社,19,ヤングジャンプコミックスふあんちゃん,横山キムチ,693,
集英社,19,ヤングジャンプコミックス瞬きより迅く！！（７）,ふなつかずき,715,
集英社,19,ヤングジャンプコミックス夜嵐にわらう（３）,筒井いつき,748,
集英社,19,ヤングジャンプコミックスぬきたし　―抜きゲーみたいな島に住んでるわたしはどうすりゃいいですか？―（３）,まめおじたん／Ｑｒｕｐｐｏ,715,
集英社,19,ヤングジャンプコミックスゾンビランドサガ外伝　ザ・ファースト・ゾンビィ（３）,深川可純／広報広聴課ゾンビ係,748,
集英社,19,ヤングジャンプコミックス課長！ダイエットのお時間です！（１）,サザレイシヤチヨ,748,
集英社,19,ヤングジャンプコミックス最強の弁護士（４）,高橋のぼる／久慈希跡ほか,748,
集英社,19,ヤングジャンプコミックス王様の仕立て屋～下町テーラー～（14）,大河原遁,715,
集英社,19,ヤングジャンプコミックス機動戦士ガンダム　ラストホライズン（１）,吉野弘幸／寺田ケンイチほか,770,
集英社,19,ヤングジャンプコミックスレッドムーダン（２）,園沙那絵,748,
集英社,19,ヤングジャンプコミックス異世界男優～汁男優が異世界転生してエロ知識フル活用で無双男優になる話～（１）,蛙野エレファンテ／零之龍,748,
集英社,19,ヤングジャンプコミックス怨み屋本舗DIABLO（１）,栗原正尚,715,
集英社,19,ヤングジャンプコミックス自重しない元勇者の強くて楽しいニューゲーム（16）,新木伸／ていやんほか,715,
集英社,19,ヤングジャンプコミックス尽くしたがりなうちの嫁についてデレてもいいか？（３）,斧名田マニマニ／北屋けけ,748,
集英社,19,ヤングジャンプコミックス新グッドジョブ,本宮ひろ志,748,
集英社,19,ヤングジャンプコミックス猛き黄金の国　由利公正,本宮ひろ志,748,
集英社,19,ヤングジャンプコミックス柚子川さんは、察して欲しい。（４）,茶菓山しん太,748,
集英社,19,ヤングジャンプコミックス少年のアビス（11）,峰浪りょう,715,
集英社,19,ヤングジャンプコミックス鑑定能力で調合師になります（２）,空野進／武田みかほか,748,
集英社,19,ヤングジャンプコミックス久保さんは僕を許さない（11）,雪森寧々,748,
集英社,19,ヤングジャンプコミックスオナ禁エスパー,竜丸,715,
集英社,19,集英社ホームコミックス今夜、寿司屋で。　～至福の日本酒～（３）,早川光／瀬上あきら,880,
集英社,19,集英社ホームコミックスきみと観たいレースがある（１）,渡辺零／駿馬京ほか,770,
集英社,19,集英社ホームコミックス東谷文仁の4コマ裂伝（１）,東谷文仁,858,
集英社,23,eyesコミックス2と車,虫歯,902,
集英社,23,eyesコミックス新装版　フェイクファー,虫歯,759,
集英社,23,オフィスユーコミックス星屑アンティーク（２）,稚野鳥子,715,
集英社,23,マーガレットコミックス僕は小さな書店員。（５）,青山はるの,550,
集英社,23,マーガレットコミックス狼に鈴（３）,中原アヤ,528,
集英社,23,マーガレットコミックス美食探偵　明智五郎（10）,東村アキコ,528,
集英社,23,マーガレットコミックス柊先輩とおふたりさま（３）,水野美波,528,
集英社,23,マーガレットコミックスサクラ、サク。（６）,咲坂伊緒,528,
集英社,23,マーガレットコミックスはやくしたいふたり（９）,日下あき,550,
集英社,23,マーガレットコミックス黒婚　―ブラマリ―（９）,藍川さき,528,
集英社,23,マーガレットコミックス熟×彼（１）,八神星子,528,
集英社,23,マーガレットコミックスセンチメンタル　キス（７）,小森みっこ,528,
集英社,23,マーガレットコミックス山田家の女（１）,湯木のじん,528,
集英社,23,マーガレットコミックスサレタガワのブルー（10）,セモトちか,990,
集英社,23,マーガレットコミックスサレタガワのブルー（11）,セモトちか,990,
集英社,23,マーガレットコミックス僕の家においで　Wedding（12）,優木なち,550,
集英社,23,りぼんマスコットコミックス3分後に○○する話（１）,武内こずえ,528,
集英社,23,りぼんマスコットコミックスるるてる　ルル魔法学校においでよ（３）,こきち,550,
集英社,23,りぼんマスコットコミックス海色ダイアリー,姫川恵梨／みゆほか,528,
集英社,23,愛蔵版コミックス銀太郎さんお頼み申す（１）,東村アキコ,902,
集英社,23,集英社ガールズコミックス誰か夢だと言ってくれ（５）,みっしぇる,770,
集英社,23,集英社ガールズコミックスバイバイ、センチメンタル（２）,波真田かもめ,792,
集英社,23,集英社ガールズコミックスあなたに焦がれる365日,たき猫背,792,
小学館,9,フラワーCアルファ輝夜伝（11）,さいとうちほ,550,
小学館,9,フラワーCアルファ初恋の世界（12）,西炯子,550,
小学館,9,フラワーCアルファ（泣）―かっこ なき―（１）,西炯子,550,
小学館,9,フラワーCアルファたーたん（６）,西炯子,550,
小学館,9,フラワーCアルファ極カノ～若頭の初恋は取扱注意～（２）,しがの夷織,550,
小学館,9,フラワーCアルファ深夜のダメ恋図鑑（10）,尾崎衣良,550,
小学館,9,フラワーCアルファ真綿の檻（２）,尾崎衣良,550,
小学館,9,フラワーCアルファリベンジ・ウェディング（２）,安タケコ,550,
小学館,9,フラワーCアルファモザイクラブシャワー（３）,佐々木柚奈,550,
小学館,9,フラワーCアルファマロニエ王国の七人の騎士（７）,岩本ナオ,550,
小学館,9,フラワーコミックス〔スペシャル〕金の国　水の国　スペシャル版,岩本ナオ,1650,
小学館,9,小学館クリエイティブ単行本完全版　I’ll―アイル―（１）,浅田弘幸,1980,
小学館,9,小学館クリエイティブ単行本完全版　I’ll―アイル―（２）,浅田弘幸,1980,
小学館,12,ゲッサン少年サンデーコミックスちょっとだけ抜けちゃう柊さん（５）,うらのりつ,715,
小学館,12,ゲッサン少年サンデーコミックスマチネとソワレ（12）,大須賀めぐみ,715,
小学館,12,ゲッサン少年サンデーコミックスピンカポンカ（３）,永地江六,715,
小学館,12,ゲッサン少年サンデーコミックスあそこではたらくムスブさん（５）,モリタイシ,715,
小学館,12,サンデーうぇぶりSSC流血女神伝　～帝国の娘～（４）,須賀しのぶ／窪中章乃ほか,715,
小学館,12,サンデーうぇぶりSSC女だから、とパーティを追放されたので伝説の魔女と最強タッグを組みました（３）,蛙田あめこ／りりうら世都ほか,715,
小学館,12,サンデーうぇぶりSSC終末の人類に文明は必要ですか？（１）,ＴＡＬＩ,715,
小学館,12,サンデーうぇぶりSSCギュゲスのふたり（１）,カトウタカヒロ,715,
小学館,12,サンデーうぇぶりSSCギュゲスのふたり（２）,カトウタカヒロ,715,
小学館,12,サンデーうぇぶりSSC私と脱出しませんか？（２）,ヨウハ／ＳＣＲＡＰ,715,
小学館,12,サンデーうぇぶりSSCジャイアントお嬢様（５）,肉村Ｑ,715,
小学館,12,サンデーうぇぶりSSC愛してるゲームを終わらせたい（３）,堂本裕貴,715,
小学館,12,ビッグ　コミックス犬とサンドバッグ（上）,尾崎かおり,715,
小学館,12,ビッグ　コミックス忘却のサチコ（19）,阿部潤,715,
小学館,12,ビッグ　コミックス重版出来！（19）,松田奈緒子,715,
小学館,12,ビッグ　コミックス死神の初恋～没落華族の令嬢は愛を知らない死神に嫁ぐ～（４）,朝比奈希夜／榊空也ほか,715,
小学館,12,ビッグ　コミックス異世界人生劇場～竜と魔王とエビフライ～（１）,ｋａ９２,715,
小学館,12,夜サンデーSSCヒーローガール×ヒーラーボーイ～TOUCH or DEATH～（９）,大井昌和,715,
