出版社,発売日,シリーズ名・書名,著者,予価,
大洋図書,1,H＆C Comics／ihr HertZシリーズ,お伽話は地獄の果て、（１）,市梨きみ,781,
大洋図書,1,H＆C Comics／ihr HertZシリーズ,お伽話は地獄の果て、（２）,市梨きみ,759,
竹書房,1,近代麻雀コミックス,キリンジゲート（７）,塚脇永久／渋川難波,880,
竹書房,5,バンブーコミックス　潤恋オトナセレクション,オタクでヤクザで甘々彼氏（３）,花杜みかん,748,
竹書房,5,バンブーコミックス　潤恋オトナセレクション,オタクでヤクザで甘々彼氏（４・完）,花杜みかん,748,
竹書房,7,バンブーコミックス,烙印のけものびと（１）,近藤和寿,759,
竹書房,7,バンブーコミックス,クラス召喚に巻き込まれた教師、外れスキルで機械少女を修理する（２）,さとう／十三月一日,759,
竹書房,7,バンブーコミックス,お色気イベントの多さに定評のある私ですが挫けずライバル令嬢としての使命を果たします（１）,束原ミヤコ／蛇足せんたろう,759,
竹書房,12,バンブーコミックス,純喫茶カメリアのみどりさん（１）,依澄れい,748,
竹書房,15,バンブーコミックス,プロゴルファーの俺が妹のパターに転生してしまった件（２）,由伊大輔,759,
竹書房,15,バンブーコミックス,プロゴルファーの俺が妹のパターに転生してしまった件（３）,由伊大輔,759,
竹書房,15,バンブーコミックス,夢でフラれてはじまる百合（１）,ヒジキ,748,
竹書房,15,バンブーコミックス,銀輪ボイス（２）,もくふう,759,
竹書房,15,バンブーコミックス　潤恋オトナセレクション,理系男子の方程式～おまえを“俺”には渡さない～,ユカ／ｒｉｃｃａ制作ブラウザゲーム,748,
竹書房,15,バンブーコミックス　Qpaコレクション,地雷系彼氏すずくん（２・完）,かさいちあき,759,
竹書房,15,バンブーコミックス　Qpaコレクション,姫榊神社のお姫さま,烏間ル,759,
竹書房,21,バンブーコミックス　恋パラコレクションDX,金曜日のベイビーヴァイオレットRE:PLAY,江口尋,715,
竹書房,23,バンブーコミックス　moment,明けても暮れても　―続　いつか恋になるまで―（２）【小冊子付き初回限定版】,倉橋トモ,1001,
竹書房,23,バンブーコミックス　moment,星つむぎの嫁入り,椿,792,
竹書房,27,バンブーコミックス　麗人セレクション,うらおもての恋煩い,松基羊,748,
竹書房,28,近代麻雀コミックス,闇麻のマミヤ（６）,福本伸行,770,
竹書房,28,近代麻雀コミックス,ムダヅモ無き改革　プリンセスオブジパング（13・完）,大和田秀樹,748,
大都社,12,DaitoComics／TLシリーズ,29歳・地味局の突然なモテ期（６）　年下後輩とオフィスで抜かず3発,高山ねむ子,770,
大都社,12,DaitoComics／TLシリーズ,帝王上司の溺愛セックス（５）　俺なしじゃいられない体にしてやるよ,空海リク,770,
大都社,12,DaitoComics／ホラーシリーズ,或る霊能者の奇妙な日常　神社と布袋様,井口清満／万馬夕子,770,
大都社,26,DaitoComics／YLシリーズ,若奥様は片想い（２）　初恋相手と身代わり結婚,維眞蜜水,770,
大都社,26,DaitoComics／ペットシリーズ,徒然ちこりん猫日記,水田ムゲン,990,
大都社,26,DaitoComics／マカロンリンクスBLシリーズ,もふもふ化かし愛日記,ゼ之助,836,
徳間書店,13,リュウコミックス,ひなゆり冒険記（１）,大庭直仁,792,
徳間書店,13,リュウコミックス,ふつうのおんなのこにもどりたい（４）,ふみふみこ,792,
徳間書店,13,リュウコミックス,星のラブドール（１）,ぴのきみまる,792,
徳間書店,23,トクマコミックス,めしばな刑事タチバナ（48）　ザ・焼売ナイザー,坂戸佐兵衛／旅井とり,660,
徳間書店,23,Charaコミックス,カルバニア物語（20）,ＴＯＮＯ,748,
徳間書店,23,Charaコミックス,幻惑の鼓動（30）,禾田みちる／吉原理恵子,770,
徳間書店,23,Charaコミックス,君が俺を好きになる世界,高城リョウ,770,
日本文芸社,8,ニチブン・コミックス,白竜HADOU（31）,天王寺大／渡辺みちお,792,
日本文芸社,8,ニチブン・コミックス,ジゴサタ～地獄の沙汰もお前しだい（４）,洋介犬,803,
日本文芸社,8,コミックヘヴン,ブラック学校に勤めてしまった先生（５）,双龍,792,
日本文芸社,19,ニチブン・コミックス,ガンニバル1～3巻スペシャルプライスパック,二宮正明,1430,
日本文芸社,19,ニチブン・コミックス,酒のほそ道（52）,ラズウェル細木,792,
日本文芸社,19,ニチブン・コミックス,鬼ゴロシ（９）,河部真道,803,
日本文芸社,19,ニチブン・コミックス,ラクガキ～呪いの館～（２）,志名坂高次／粂田晃宏,792,
日本文芸社,19,ニチブン・コミックス,今宵、妻が。（16）,佐野タカシ,803,
日本文芸社,19,ニチブン・コミックス,依存白書（４）,秋重学,825,
日本文芸社,19,ニチブン・コミックス,リバーシブルマン（６）,ナカタニＤ．,968,
日本文芸社,27,ニチブン・コミックス,江戸前の旬（116）,九十九森／さとう輝,792,
日本文芸社,27,ニチブン・コミックス,警部補ダイマジン（15）,リチャード・ウー／コウノコウジ,803,
日本文芸社,27,ニチブン・コミックス,アイトアイ（２）,坂辺周一,792,
日本文芸社,27,ニチブン・コミックス,マジンガーZ 2022（上）,永井豪＆ダイナミックプロ,3300,
日本文芸社,27,ニチブン・コミックス,マジンガーZ 2022（下）,永井豪＆ダイナミックプロ,3300,
日本文芸社,27,コミックヘヴン,ヤンキークエスト（15）,村上マコト,1100,
ハーパーコリンズ・ジャパン,9,ハーレクインコミックス・キララCMK／ハーレクインコミックス・キララ,運河,岡田純子／サラ・ウッド,660,
ハーパーコリンズ・ジャパン,9,ハーレクインコミックス・キララCMK／ハーレクインコミックス・キララ,領主館のアメリカ人,村田順子／ペニー・ジョーダン,660,
ハーパーコリンズ・ジャパン,9,ハーレクインコミックス・キララCMK／ハーレクインコミックス・キララ,目覚めたら花嫁,佐柄きょうこ／アレックス・ライダー,660,
ハーパーコリンズ・ジャパン,9,ハーレクインコミックス・キララCMK／ハーレクインコミックス・キララ,炎の向こうの愛,中村理恵／シャーロット・ラム,660,
ハーパーコリンズ・ジャパン,9,ハーレクインコミックス・キララCMK／ハーレクインコミックス・キララ,ラスベガスの花嫁,桐坂真生／スーザン・メイアー,660,
ハーパーコリンズ・ジャパン,9,ハーレクインコミックス・キララCMK／ハーレクインコミックス・キララ,無垢な乙女とギリシア富豪,早坂いあん／キム・ローレンス,660,
双葉社,12,アクションコミックス,ルナナナ（１）,小坂俊史,924,
双葉社,12,アクションコミックス,新・駅弁ひとり旅～撮り鉄・菜々編（４）,櫻井寛／はやせ淳,748,
双葉社,12,アクションコミックス,ミイラの飼い方（16）,空木かける,847,
双葉社,12,アクションコミックス／（月刊アクション）,ひぐらしのなく頃に　鬼（１）,竜騎士０７／旭,726,
双葉社,12,アクションコミックス／（月刊アクション）,わざと見せてる？　加茂井さん。（８）,エム。,726,
双葉社,12,アクションコミックス／（月刊アクション）,小林さんちのメイドラゴン　カンナの日常（11）,木村光博／クール教信者,682,
双葉社,12,アクションコミックス／（月刊アクション）,クマ倉さんと僕（３・完）,神春,704,
双葉社,12,アクションコミックス／（月刊アクション）,童の神（６・完）,深谷陽／今村翔吾,880,
双葉社,15,アクションコミックス,All Free！！無差別級挑戦女子　本伝（２）,青野てる坊,836,
双葉社,15,アクションコミックス,All Free！！無差別級挑戦女子　本伝（３・完）,青野てる坊,836,
双葉社,15,アクションコミックス,百合オタに百合はご法度です！？（３・完）,Ｕ－ｔｅｍｏ,704,
双葉社,15,ジュールコミックス,私を惑わす柚希くんと時雨さん（上）,あや千代,770,
双葉社,15,ジュールコミックス,君の名前をよんでみたい（１）,飯田ヨネ／認定ＮＰＯ法人ＥＤＧＥ　会長　藤堂栄子,704,
双葉社,15,ジュールコミックス,マダム・ジョーカー（27）,名香智子,704,
双葉社,27,アクションコミックス,令和　優駿たちの蹄跡（２）,やまさき拓味,737,
双葉社,27,アクションコミックス,Odds VS！（28）,石渡治,704,
双葉社,27,アクションコミックス,BARレモン・ハート（37）,古谷三敏,704,
双葉社,27,アクションコミックス,チボンカブリ（２）,北岡朋,704,
フロンティアワークス,22,ダリアコミックス,初恋には敵わない！,依子,770,
フロンティアワークス,22,ダリアコミックス,狼の花嫁（５・完）　小冊子付き限定版,りゆま加奈,1089,
ふゅーじょんぷろだくと,23,POE BACKS／ベイビー　コミックス,ワンサイドインルーム,みつこ,825,
ふゅーじょんぷろだくと,23,POE BACKS／ベイビー　コミックス,嘘とホンネと,うたを吟,770,
ふゅーじょんぷろだくと,23,POE BACKS,BABY（56）,アンソロジー,1078,
ぶんか社,15,ぶんか社コミックス,強制除霊師・斎　屍人の聲,小林薫／斎,715,
ぶんか社,15,ぶんか社コミックス,霊感保険調査員　神鳥谷サキ　澱みの堰,ひとみ翔／紫陽,715,
ぶんか社,15,ぶんか社コミックス　PRIMO COMICS,ドイツもこいつも（１）,Ｄｏｋｋｏ,1320,
ぶんか社,15,ぶんか社コミックス　PRIMO COMICS,恋を知らない魔女見習いはワケあり王子と魔法みたいな恋をする（１）,へや,763,
ぶんか社,15,ぶんか社コミックス　Sgirl Selection／Kindan Lovers,オジサマ紳士はケダモノ上司　絶頂テクで結婚を迫ってきて困ります！（７）,松本ウル子,733,
ぶんか社,15,ぶんか社コミックス／蜜恋ティアラシリーズ,夫のアレがXLサイズで大変です！～農家男子は種付け上手♡～（１）,なかはらまい,733,
ぶんか社,15,ぶんか社コミックス／蜜恋ティアラシリーズ,夫のアレがXLサイズで大変です！～農家男子は種付け上手♡～（２）,なかはらまい,733,
ぶんか社,26,ぶんか社コミックス,ツイてるごはん～ユーレイくんは料理上手～,さかきしん,759,
ぶんか社,28,ぶんか社コミックス　Sgirl Selection,橘くん　抱いてください！　ハジメテの相手は同僚王子！？（２）,ふどのふどう,763,
ぶんか社,28,ぶんか社コミックス　Sgirl Selection,同居人は一途な王子様,椎名明,763,
芳文社,1,芳文社コミックス／FUZコミックス,心の声が漏れやすいメイドさん（５）,ぎんもく,748,
芳文社,1,芳文社コミックス／FUZコミックス,親友の娘に迫られ困っています（４）,三本コヨリ,748,
芳文社,5,花音コミックス,子持ちホストの最高な隣人,桃季さえ,770,
芳文社,5,花音コミックス,パパ編集キストキドキ下心,ヤマヲミ,792,
芳文社,5,花音コミックス,ひざまずかせて、俺だけのΩ,汐にがり,792,
芳文社,7,まんがタイムコミックス,天国のススメ！（12）,宮成樂,792,
芳文社,7,まんがタイムコミックス,花丸町の花むすび（３）,むんこ,792,
芳文社,7,まんがタイムコミックス,となりのフィギュア原型師（４）,丸井まお,792,
芳文社,12,まんがタイムKRコミックス／フォワードコミックス,アネモネは熱を帯びる（４）,桜木蓮,726,
芳文社,12,まんがタイムKRコミックス／フォワードコミックス,最果てのともだち（３・完）,雪宮ありさ,726,
芳文社,15,芳文社コミックス,神様のバレー（30）,渡辺ツルヤ／西崎泰正,704,
芳文社,15,芳文社コミックス,まどろみバーメイド（12）,早川パオ,704,
芳文社,15,芳文社コミックス,瓜を破る（６）,板倉梓,704,
芳文社,15,芳文社コミックス,異世界召喚おじさんの銃無双ライフ（１）　～サバゲー好きサラリーマンは会社終わりに異世界へ直帰する～,森尾正博,704,
芳文社,26,芳文社コミックス／FUZコミックス,落ちぶれ王女と異世界勇者の建国史（４・完）,キキ,748,
芳文社,26,芳文社コミックス／FUZコミックス,姫と女勇者が結ばれるための12の聖行為（２）,モリダム,748,
芳文社,26,まんがタイムKRコミックス,きららファンタジアイラストレーションズ（３）,きららファンタジア製作委員会／まんがタイムきらら,5500,
芳文社,26,まんがタイムKRコミックス,しあわせ鳥見んぐ（２）,わらびもちきなこ,968,
芳文社,26,まんがタイムKRコミックス,きもちわるいから君がすき（１）,西畑けい,968,
芳文社,26,まんがタイムKRコミックス,マグロちゃんは食べられたい！（１）,はも,968,
芳文社,26,まんがタイムKRコミックス,私、異世界で奴隷にされちゃいました（泣）しかもご主人様は性格の悪いエルフの女王様！（でも超美人←ここ大事）無能すぎて罵られまくるけど同僚のオークが癒やし系だし里のエルフは可愛いし結構楽しんでる私です。（１）,スーパーまさら／よしだひでゆき,968,
芳文社,26,まんがタイムKRコミックス,Vドルあーかいぶ！（１）,小森くづゆ,968,
ホビージャパン,1,HJコミックス,おっちゃん冒険者の千夜一夜（１）,栗橋伸祐／金暮銀,693,
ホビージャパン,1,HJコミックス,迷宮メトロ（３）,高瀬若弥／佐々木ラスト,715,
ホビージャパン,1,HJコミックス,常敗将軍、また敗れる（５）,渡辺つよし／北条新九郎,715,
ホビージャパン,1,HJコミックス,『王の菜園』の騎士と、『野菜』のお嬢様（５）,狸田にそ／江本マシメサ,715,
マッグガーデン,8,BLADEコミックス,クソザコちょろイン西賀蜂（３・完）,ｋａｍａｔａｍａ,792,
マッグガーデン,14,マッグガーデンコミックスEDENシリーズ,僕らの地球の歩き方（４）,ソライモネ,726,
マッグガーデン,14,マッグガーデンコミック　Beat’sシリーズ,転生貴族の異世界冒険録（９）,ｎｉｎｉ／夜州,693,
マッグガーデン,14,マッグガーデンコミック　Beat’sシリーズ,転生幼女はあきらめない（５）,岬下部せすな／カヤほか,693,
マッグガーデン,14,マッグガーデンコミック　Beat’sシリーズ,北海道の現役ハンターが異世界に放り込まれてみた　～エルフ嫁と巡る異世界狩猟ライフ～（４）,カルトマ／ジュピタースタジオほか,737,
マッグガーデン,14,マッグガーデンコミック　Beat’sシリーズ,器用貧乏、城を建てる～開拓学園の劣等生なのに、上級職のスキルと魔法がすべて使えます～＠COMIC（１）,スガン／佐藤謙羊,693,
マッグガーデン,14,マッグガーデンコミック　Beat’sシリーズ,無能と呼ばれた『精霊たらし』～実は異能で、精霊界では伝説的ヒーローでした～＠COMIC（２）,タバタグランドキャニオン／佐藤謙羊,693,
リイド社,5,SPコミックス,ゴルゴ13（207）　アームストロングの遺言,さいとう・たかを,726,
リイド社,8,SPコミックスコンパクト,鬼平犯科帳（75）　鬼の取り立て屋,さいとう・たかを／池波正太郎,690,
リイド社,9,SPコミックス　mimosa,コメディアンブルー,時羽兼成,798,
リイド社,13,SPコミックス,列士満,松本次郎,660,
リイド社,27,SPコミックス,巨乳純情剣　紗希（１）,八月薫／鈴木涼生,715,
リブレ,9,BE×BOY COMICS DELUXE,野ばらとプリテンダー（上）,カモバーガー,725,
リブレ,9,BE×BOY COMICS DELUXE,野ばらとプリテンダー（下）,カモバーガー,725,
リブレ,9,BE×BOY COMICS DELUXE,はだしの天使（２）,野ノ宮いと,758,
リブレ,9,BE×BOY COMICS DELUXE,ふたりじめアンダードッグ,野宮ともか,725,
リブレ,9,BE×BOY COMICS DELUXE,婚約破棄されたら異世界で悪役神官に転生しました,東野海,758,
リブレ,9,BE×BOY COMICS DELUXE,財閥オメガバース　～復讐のアルファ喘ぐオメガ～,宝井さき／水壬楓子,956,
リブレ,20,バニラブCOMICS,うちのボスが裸族です（３）,奥めぐ美,748,
リブレ,20,ビボピーコミックス,アイドル様がリア恋するな（３）,オカカ,725,
リブレ,20,ビボピーコミックス,初恋キッズシッター,黒田くろた,725,
リブレ,20,クロフネCOMICS くろふねピクシブシリーズ,新米パン屋と若頭,見ル原ひとり,759,
朝日新聞出版,7,Nemuki+コミックス,伊集院月丸の残念な霊能稼業（９）,魚住かおる,836,
朝日新聞出版,7,ソノラマ＋コミックス／幻怪地帯　Season2,エーテルの村,伊藤潤二,1100,
朝日新聞出版,7,朝日コミックス,しっぽのお医者さん（１）,ねこまき（ミューズワーク）,1540,
朝日新聞出版,20,ソノラマ＋コミックス,あことバンビ（３）,ＨＥＲＯ,1210,
一迅社,26,comic POOL,先輩がうざい後輩の話（10）,しろまんた,1133,
インテルフィン,23,PriaLコミック,アニメ制作会社でBLしてますが、何か？,さがみしか,760,
イースト・プレス,14,プリンタニア・ニッポン（３）,迷子,902,
イースト・プレス,14,膵臓がこわれたら、少し生きやすくなりました。（仮）,永田カビ,1100,
イースト・プレス,19,グリーンフィンガーズの箱庭（２）,穂坂きなみ,880,
イースト・プレス,19,Splushコミックス,あまのじゃくの初恋（仮）,オモテヤ,748,
イースト・プレス,19,Splushコミックス,愛しのおバカくん（仮）,こごみモチコ,748,
イースト・プレス,19,それゆけ！犬HK（仮）,うかうか,1210,
オーバーラップ,15,クリエコミックス,俺が見つけた、コンビニの恋（２）,あかはち,未定,
オーバーラップ,15,リキューレコミックス,おっきな愛で満たして,秋月かづ,未定,
オーバーラップ,15,リキューレコミックス,恋と猫とソルティドッグ,稔ねんこ,未定,
オーバーラップ,15,ラブパルフェコミックス,年上のカレは甘く抱く。　～XX歳差のヤラシイ情事（上）,古賀てっこ,未定,
オーバーラップ,15,ラブパルフェコミックス,年上のカレは甘く抱く。　～XX歳差のヤラシイ情事（下）,古賀てっこ,未定,
オーバーラップ,23,ガルドコミックス,創成魔法の再現者（１）,うさとる／みわもひほか,未定,
オーバーラップ,23,ガルドコミックス,サラリーマンが異世界に行ったら四天王になった話（６）,村光／ベニガシラ,未定,
オーバーラップ,23,ガルドコミックス,追放者食堂へようこそ！（６）　～最強パーティーを追放された料理人は、冒険者食堂を開きます！～,つむみ／君川優樹ほか,未定,
オーバーラップ,23,ガルドコミックス,とんでもスキルで異世界放浪メシ　スイの大冒険（７）,双葉もも／江口連ほか,未定,
オーバーラップ,23,ガルドコミックス,とんでもスキルで異世界放浪メシ（９）,赤岸Ｋ／江口連ほか,未定,
オーバーラップ,23,ガルドコミックス,ハズレ枠の【状態異常スキル】で最強になった俺がすべてを蹂躙するまで（７）,鵜吉しょう／内々けやきほか,未定,
オーバーラップ,23,ガルドコミックス,境界迷宮と異界の魔術師（９）,ばう／小野崎えいじほか,未定,
オーバーラップ,23,ガルドコミックス,断罪された悪役令嬢は続編の悪役令嬢に生まれ変わる（２）,白砂／麻希くるみほか,未定,
オーバーラップ,23,ガルドコミックス,二度と家には帰りません！（５）,遊喜じろう／みりぐらむほか,未定,
オーバーラップ,23,ガルドコミックス,拝啓「氷の騎士とはずれ姫」だったわたしたちへ（５）,由姫ゆきこ／八色鈴,未定,
キルタイムコミュニケーション,8,ヴァルキリーコミックス,惚れ症のハーフエルフさん　THE COMIC（２）,和泉リオン／神尾丈治,693,
キルタイムコミュニケーション,8,ヴァルキリーコミックス,ダンジョン暮らしの元勇者　THE COMIC（５）,しかげなぎ／峰崎龍之介,693,
キルタイムコミュニケーション,8,ヴァルキリーコミックス,異世界魔術師は魔法を唱えない　THE COMIC（３）,こっぱむ／もち,693,
キルタイムコミュニケーション,14,ブリーゼコミックス,異世界魔法少年モモプリ　～刑事とヤクザがかわいくなった件～（１）,夕狩こあら,750,
キルタイムコミュニケーション,14,ブリーゼコミックス,推しに認知してもらうためにアイドル始めました。（３）,まつもと,750,
キルタイムコミュニケーション,16,スリーズロゼコミックス,レンタル彼氏に昼も夜も弄ばれてます！？,えい吉,770,
キルタイムコミュニケーション,16,スリーズロゼコミックス,天使と悪魔と床と壁,やまだ亜麻,770,
キルタイムコミュニケーション,28,ヤングアンリアルコミックス,酷幻想をアイテムチートで生き抜く　THE COMIC（５）,宇行日和／風来山,748,
ゴルフダイジェスト社,28,オーイ！とんぼ（42）,かわさき健／古沢優,660,
コアマガジン,2,吉尾アキラ画業10周年記念ファンブック　戀―koi―,吉尾アキラ,1430,
コアマガジン,23,drap COMICS DX,みだらな猫は蜜をねだる,嶋二,776,
コアマガジン,23,drap COMICS DX,馬鹿とハサミ（３）,ひなこ,776,
メディアソフト発行／三交社発売,5,Lovequiche Comics,妖狐さまの華夜女（上）,鴫タヌキ,781,
メディアソフト発行／三交社発売,5,Lovequiche Comics,妖狐さまの華夜女（下）,鴫タヌキ,781,
メディアソフト発行／三交社発売,7,Comic Piatto,なおくんと甘やかしおやつ。,ｍｏｎａｃａ,715,
メディアソフト発行／三交社発売,7,Comic Piatto,僕とおとうとのハラルご飯,山本三筋,737,
メディアソフト発行／三交社発売,28,Charles Comics,俺もおまえも（仮）,由元千子,737,
メディアソフト発行／三交社発売,28,Charles Comics,天国の悪魔,𠮷田屋ろく,737,
英和出版社発行／三交社発売,9,デイジーコミックス,歌舞伎町ご指名♂挿入ります！（上）　Dear藍沢,三川ケイヤ,792,
英和出版社発行／三交社発売,9,デイジーコミックス,歌舞伎町ご指名♂挿入ります！（下）　Dear結城,三川ケイヤ,792,
英和出版社発行／三交社発売,9,カノンミアコミックス,幼なじみバーテンダーと始める快感レッスン（２）,高篠らみ,737,
英和出版社発行／三交社発売,9,カノンミアコミックス,ラストオーダーはお嬢さんで　溺愛常連客に求愛されてます（１）,吹田まふゆ,748,
ジーオーティー,28,MeDu COMICS,おつれあい（２）,安堂ミキオ,836,
ジーオーティー,28,MeDu COMICS,がんばれ同期ちゃん（２）,よむ,1089,
ジーオーティー,28,GRAPHICTION BOOKS,おおきい！がんばれ同期ちゃん（２）,よむ,1980,
ジーオーティー,28,picn comics,中野家のはなし,会川フゥ,880,
ジーオーティー,28,Bivy comic,ニコチンとキスとセックスと,遊木,858,
ジーオーティー,28,MeDu COMICS,ハートのおくりもの　match作品集（１）,ｍａｔｃｈ,792,
主婦と生活社,2,PASH！コミックス,紅の死神は眠り姫の寝起きに悩まされる（５）,深山キリ／もり,693,
新書館,下,ウィングス・コミックス,ファサード（23）,篠原烏童,770,
実業之日本社,15,リュエルコミックス,最推しはお嬢様（２）,せりん,748,
実業之日本社,15,リュエルコミックス,新月の虎（３）,登坂がけ,880,
実業之日本社,15,リュエルコミックス,霧尾ファンクラブ（１）,地球のお魚ぽんちゃん,770,
実業之日本社,15,リュエルコミックス,Veil（５）　黄金の時間,コテリ,1870,
ジャイブ,1,ネクストFコミックス,chicken or beef？（６）,さぎり和紗,681,
ジャイブ,1,ネクストFコミックス,Queen（２）,小田原みづえ,681,
ジャイブ,1,ネクストFコミックス,騎士嬢エルシリア（１）,神月凛,681,
ジャイブ,1,ネクストFコミックス,オオカミ王子は熱烈求愛中（３・完）,あかつき真咲,681,
シュークリーム,7,from RED comics,愛のセリフはいりません,小夏うみれ,825,
スターツ出版,16,Berry’s COMICS,トツキトオカの切愛夫婦事情～最後の一夜のはずが、愛の証を身ごもりました～（２）,三星マユハ／葉月りゅう,704,
スターツ出版,16,Berry’s COMICS,蜜愛婚～極上御曹司とのお見合い事情～（３）,シラカワイチ／白石さよ,704,
スターツ出版,16,Berry’s COMICS,身ごもり政略結婚（２）,森千紗／佐倉伊織,704,
スターツ出版,16,Berry’s COMICS,同期の独占欲を煽ってしまったようです（２）,よしのずな／きたみまゆ,704,
スターツ出版,22,グラストCOMICS,調教師は魔物に囲まれて生きていきます。～勇者パーティーに置いていかれたけど、伝説の魔物と出会い最強になってた～（１）,尾切美月／七篠龍ほか,715,
スターツ出版,22,グラストCOMICS,不死の軍勢を率いるぼっち死霊術師、転職してSSSランク冒険者になる。（３）,ブラッディ棚蚊／榊原モンショーほか,715,
スターツ出版,22,グラストCOMICS,人助けをしたらパーティを追放された男は、ユニークスキル『お助けマン』で成り上がる。（２）,只野さとる／御寿司大好,715,
スターツ出版,22,グラストCOMICS,この世界で俺だけが【レベルアップ】を知っている（２）,掛丸翔／坂木持丸,715,
スターツ出版,22,グラストCOMICS,才能なしと言われたおっさんテイマーは、愛娘と共に無双する！～拾った娘が有能すぎて冒険者にスカウトされたけど、心配なのでついて行きます～（３）,柊木楸／琥宮千孝,715,
スターツ出版,23,Berry’s Fantasy COMICS,伯爵様はお転婆令嬢をご所望です（１）　（仮）,赤羽チカ／坂野真夢,715,
スターツ出版,23,Berry’s Fantasy COMICS,転生したら、モブでした（涙）～死亡フラグを回避するため、薬師になります～（１）　（仮）,橘ミズキ／江本マシメサほか,715,
スターツ出版,23,Berry’s Fantasy COMICS,しあわせ食堂の異世界ご飯（６）,文月マロ／ぷにちゃん,715,
スターツ出版,23,Berry’s Fantasy COMICS,破滅エンドまっしぐらの悪役令嬢に転生したので、おいしいご飯を作って暮らします（４）,七緒たつみ／和泉あや,715,
アルファポリス発行／星雲社発売,7,アンダルシュCOMICS,ホワイトタヌキに転生したオレ～ほら第二王子、もふもふしてもいいんだぜ☆,Ｕ－ｓｏｒａ／まと,748,
アルファポリス発行／星雲社発売,7,アンダルシュCOMICS,雪里の鬼の花嫁,日野原,748,
アルファポリス発行／星雲社発売,7,アンダルシュCOMICS,勇者なんか好きじゃないっ！　ツンデレ姫王子の不本意な初恋,Ｌ,748,
アルファポリス発行／星雲社発売,14,エタニティCOMICS,blue moonに恋をして（３）,秋月綾／桜朱理,704,
アルファポリス発行／星雲社発売,14,エタニティCOMICS,極甘マリアージュ（１）　桜井家三姉妹の恋愛事情,コヨリ／有允ひろみ,704,
アルファポリス発行／星雲社発売,14,エタニティCOMICS,部長、なんか今日いじわるです（２）,青井キリセ／戸瀬つぐみ,704,
アルファポリス発行／星雲社発売,19,アルファポリスCOMICS,ゲート　自衛隊　彼の地にて、斯く戦えり（22）,竿尾悟／柳内たくみ,770,
アルファポリス発行／星雲社発売,19,アルファポリスCOMICS,勘違いの工房主（４）　英雄パーティの元雑用係が、実は戦闘以外がSSSランクだったというよくある話,古川奈春／時野洋輔,748,
アルファポリス発行／星雲社発売,19,アルファポリスCOMICS,幻獣バウンティハンターズ,玉屋一心,748,
アルファポリス発行／星雲社発売,19,アルファポリスCOMICS,大自然の魔法師アシュト、廃れた領地でスローライフ（３）,小田山るすけ／さとう,748,
アルファポリス発行／星雲社発売,19,アルファポリスCOMICS,不遇職とバカにされましたが、実際はそれほど悪くありません？（４）,南条アキマサ／カタナヅキ,748,
アルファポリス発行／星雲社発売,19,アルファポリスCOMICS,余りモノ異世界人の自由生活（１）　勇者じゃないので勝手にやらせてもらいます,村松麻由／藤森フクロウ,748,
アルファポリス発行／星雲社発売,23,レジーナCOMICS,モブなのに巻き込まれています（２）　王子の胃袋を掴んだらしい,おキャット様／ミズメ,748,
アルファポリス発行／星雲社発売,23,レジーナCOMICS,婚約破棄された目隠れ令嬢は白金の竜王に溺愛される（１）,唯月あすか／高遠すばる,748,
サード・ライン・ネクスト発行／星雲社発売,16,キャンディタフトコミックス,逞しい腕に抱かれて甘い指先に溶かされて　～今日も朝まで密着警護で溺愛されてます～,ピ野,748,
彗星社発行／星雲社発売,16,Clair TLcomics,ぜんぶ脱がなくたって、エッチはできる。（５）,イチノセシヲ,748,
彗星社発行／星雲社発売,16,Clair TLcomics,指先から本気の熱情～チャラ男消防士はまっすぐな目で私を抱いた～（８）,川野タニシ,748,
彗星社発行／星雲社発売,16,Continuer.,釘井浄には、部長の×××が視えるらしい。,星倉ぞぞ,748,
彗星社発行／星雲社発売,16,Continuer.,離婚しやがれ、α様,紺色ルナ,748,
青林工藝舎,23,アックス（150）,東陽片岡ほか,1100,
東京漫画社,9,マーブルコミックス,真夜中のBL編集部は夢を見る（２）,上田にく,760,
東京漫画社,23,Cab（83）,アンソロジー,1000,
SBクリエイティブ,15,GAコミック,転生担当女神が100人いたのでチートスキル100個貰えた（コミック・２）,あざらし県,693,
アース・スターエンターテイメント,12,アース・スター　コミックス,反逆のソウルイーター～THE REVENGE OF THE SOUL EATER～（２）,東條チカ／スタジオ東條／玉兎ほか,660,
アース・スターエンターテイメント,12,アース・スター　コミックス,姉に言われるがままに特訓をしていたら、とんでもない強さになっていた弟～ブラコン姉に鍛えられすぎた新米冒険者、やがて英雄となる～（３）,相模映／吉田杏ほか,660,
アース・スターエンターテイメント,12,アース・スター　コミックス,願いを叶えてもらおうと悪魔を召喚したけど、可愛かったので結婚しました　～悪魔の新妻～（５）,となりける／ｓｈｉｒｙｕ,660,
アース・スターエンターテイメント,12,アース・スター　コミックス,領民0人スタートの辺境領主様～青のディアスと蒼角の乙女～（８）,ユンボ／風楼ほか,660,
アース・スターエンターテイメント,12,アース・スター　コミックス,即死チートが最強すぎて、異世界のやつらがまるで相手にならないんですが。―ΑΩ―（８）,納都花丸／藤孝剛志ほか,660,
アース・スターエンターテイメント,12,アース・スター　コミックス,転生吸血鬼さんはお昼寝がしたい～Please take care of me.～（13・完）,咲良／ちょきんぎょ。ほか,660,
