00000759000602024082220000	2024-08-22 19:11:39	SL007346Pa		P217239820071	veritrans	failure		{"pspMerchantId":"A100****************32cc","pspShortName":"veritrans","amount":"1","jpo":"10","orderId":"uYnm********************************************************************************************7698","ttyId":"0000******************0000","category":"2","sn":"P217239820071","requestDate":"2024******1139"}	{"requestDate":"2024******1139","acqId":null,"merrMsg":"カード番****************ーです。","orderId":"uYnm********************************************************************************************7698","resAuthCode":null,"vResultCode":"AC27********0000","responseDate":"2024******1139","mstatus":"failure"}
00000768000022024100820000	2024-10-08 10:41:08	SL007407Pa		P217241T20012	yamato	failure		{"pspMerchantId":"520648804","pspShortName":"yamato","amount":"1","jpo":"10","orderId":"9XHX**************5318","ttyId":"0000******************0000","category":"2","sn":"P217241T20012","requestDate":"2024******4108"}	{"requestDate":"2024******4108","vResultCode":"A012080001","responseDate":"2024******4108","mstatus":"failure"}
00000768000022024100820000	2024-10-08 13:40:25	SL007407Pa		P217241T20012	yamato	failure		{"pspMerchantId":"520648804","pspShortName":"yamato","amount":"1","jpo":"10","orderId":"9XHX**************4072","ttyId":"0000******************0000","category":"2","sn":"P217241T20012","requestDate":"2024******4025"}	{"requestDate":"2024******4025","vResultCode":"A012080001","responseDate":"2024******4025","mstatus":"failure"}
00000768000022024100920000	2024-10-09 10:18:26	SL007407Pa		P217241T20012	yamato	failure		{"pspMerchantId":"520648804","pspShortName":"yamato","amount":"1","jpo":"10","orderId":"9XHX**************0776","ttyId":"0000******************0000","category":"2","sn":"P217241T20012","requestDate":"2024******1826"}	{"requestDate":"2024******1826","vResultCode":"A012080001","responseDate":"2024******1826","mstatus":"failure"}
00000768000022024100920000	2024-10-09 17:14:04	SL007407Pa		P217241T20012	yamato	failure		{"pspMerchantId":"520648804","pspShortName":"yamato","amount":"1","jpo":"10","orderId":"9XHX**************0555","ttyId":"0000******************0000","category":"2","sn":"P217241T20012","requestDate":"2024******1404"}	{"requestDate":"2024******1404","creditErrorCode":"9900001","vResultCode":"A012060001","responseDate":"2024******1405","mstatus":"failure"}
00000768000012024100820000	2024-10-08 10:41:13	SL007407Pa		P217241T20250	yamato	failure		{"pspMerchantId":"520648804","pspShortName":"yamato","amount":"1","jpo":"10","orderId":"9XHX**************8333","ttyId":"0000******************0000","category":"2","sn":"P217241T20250","requestDate":"2024******4113"}	{"requestDate":"2024******4113","vResultCode":"A012080001","responseDate":"2024******4113","mstatus":"failure"}
00000768000012024100820000	2024-10-08 13:40:29	SL007407Pa		P217241T20250	yamato	failure		{"pspMerchantId":"520648804","pspShortName":"yamato","amount":"1","jpo":"10","orderId":"9XHX**************3137","ttyId":"0000******************0000","category":"2","sn":"P217241T20250","requestDate":"2024******4029"}	{"requestDate":"2024******4029","vResultCode":"A012080001","responseDate":"2024******4030","mstatus":"failure"}
00000768000012024100820000	2024-10-08 14:01:41	SL007407Pa		P217241T20250	yamato	failure		{"pspMerchantId":"520648804","pspShortName":"yamato","amount":"1","jpo":"10","orderId":"9XHX**************3806","ttyId":"0000******************0000","category":"2","sn":"P217241T20250","requestDate":"2024******0141"}	{"requestDate":"2024******0141","vResultCode":"A012080001","responseDate":"2024******0142","mstatus":"failure"}
00000768000012024100920000	2024-10-09 17:14:09	SL007407Pa		P217241T20250	yamato	failure		{"pspMerchantId":"520648804","pspShortName":"yamato","amount":"1","jpo":"10","orderId":"9XHX**************0805","ttyId":"0000******************0000","category":"2","sn":"P217241T20250","requestDate":"2024******1409"}	{"requestDate":"2024******1409","creditErrorCode":"9900001","vResultCode":"A012060001","responseDate":"2024******1409","mstatus":"failure"}
00000768000012024100920000	2024-10-09 10:18:21	SL007407Pa		P217241T20250	yamato	failure		{"pspMerchantId":"520648804","pspShortName":"yamato","amount":"1","jpo":"10","orderId":"9XHX**************5366","ttyId":"0000******************0000","category":"2","sn":"P217241T20250","requestDate":"2024******1821"}	{"requestDate":"2024******1821","vResultCode":"A012080001","responseDate":"2024******1821","mstatus":"failure"}
