Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-12-19 00:00:00+09:00,100.77700921321508,100.84588671198505,88.30903625488281,88.30903625488281,2714978000,0.0,0.0
2018-12-20 00:00:00+09:00,81.4895426207255,90.2377836680573,81.00735283718785,89.2734146118164,1063614000,0.0,0.0
2018-12-21 00:00:00+09:00,88.10238856447837,94.7152328623284,87.8268522905227,90.65109252929688,650406000,0.0,0.0
2018-12-24 00:00:00+09:00,90.65109252929688,90.65109252929688,90.65109252929688,90.65109252929688,0,0.0,0.0
2018-12-25 00:00:00+09:00,90.03112339681279,90.92661488802828,85.4159109554205,87.55130767822266,369144000,0.0,0.0
2018-12-26 00:00:00+09:00,89.54893952581205,90.58219652034064,88.72233603235591,89.82447052001953,121165000,0.0,0.0
2018-12-27 00:00:00+09:00,92.99314571558202,93.40645278976324,91.27105042455273,93.2686767578125,193688000,0.0,0.0
2018-12-28 00:00:00+09:00,92.51094014238308,94.09526955275894,92.02875567248604,93.54419708251952,154063000,0.0,0.0
2018-12-31 00:00:00+09:00,93.54419708251952,93.54419708251952,93.54419708251952,93.54419708251952,0,0.0,0.0
2019-01-04 00:00:00+09:00,92.71759813423638,96.3684310913086,92.16652563724112,96.3684310913086,319865000,0.0,0.0
2019-01-07 00:00:00+09:00,98.7793660194986,99.88151103525564,97.26392450595804,97.74610900878906,294817000,0.0,0.0
2019-01-08 00:00:00+09:00,98.43495443970646,99.60598754882812,95.81737822383006,99.60598754882812,1197210000,0.0,0.0
2019-01-09 00:00:00+09:00,96.43732566912836,99.12378982272034,95.4040686083877,98.43495178222656,488635000,0.0,0.0
2019-01-10 00:00:00+09:00,97.12616673519736,98.159423828125,96.16179765279878,98.159423828125,173901000,0.0,0.0
2019-01-11 00:00:00+09:00,98.50384909068588,99.19268719621516,98.02166451898243,98.71050262451172,216874000,0.0,0.0
2019-01-15 00:00:00+09:00,98.8482516060038,99.12378259778464,97.19504463365146,97.40168762207033,201914000,0.0,0.0
2019-01-16 00:00:00+09:00,97.26393224542078,98.159423828125,96.64398219399808,98.159423828125,241231000,0.0,0.0
2019-01-17 00:00:00+09:00,98.02165913530207,98.77937470326675,97.95277112419858,98.64160919189452,137426000,0.0,0.0
2019-01-18 00:00:00+09:00,98.43495178222658,98.7104933049247,98.09053276197967,98.43495178222656,153632000,0.0,0.0
2019-01-21 00:00:00+09:00,98.57273556798282,99.05492013216488,98.4349595403578,98.8482666015625,142475000,0.0,0.0
2019-01-22 00:00:00+09:00,98.64161307096016,98.98603211835236,98.57273556798282,98.8482666015625,117326000,0.0,0.0
2019-01-23 00:00:00+09:00,98.57273710557294,98.98603366238927,98.29719555686002,98.71050262451172,138192000,0.0,0.0
2019-01-24 00:00:00+09:00,98.77937470326675,99.46821277096274,98.02165913530207,98.64160919189452,260175000,0.0,0.0
2019-01-25 00:00:00+09:00,98.02165595718176,98.43495247789828,97.60834892563076,97.81500244140624,208948000,0.0,0.0
2019-01-28 00:00:00+09:00,97.3328157185899,98.57272627446912,97.2639277112722,97.8838882446289,209164000,0.0,0.0
2019-01-29 00:00:00+09:00,97.81500853236736,98.29719309197962,97.26393595959546,97.95277404785156,187495000,0.0,0.0
2019-01-30 00:00:00+09:00,97.47058907229334,97.88389612781728,93.54421408815594,94.92189025878906,878085000,0.0,0.0
2019-01-31 00:00:00+09:00,94.92188125096952,95.26630026094342,91.89098765669893,92.51094818115234,366570000,0.0,0.0
2019-02-01 00:00:00+09:00,91.89098423123184,93.54420172397909,90.99550324734828,91.27103424072266,194961000,0.0,0.0
