Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-29 00:00:00+09:00,521.9758416670787,533.800537109375,511.8403884308248,533.800537109375,29411000,0.0,0.0
2016-02-01 00:00:00+09:00,547.3144975142046,547.3144975142046,532.1113170276989,538.8682861328125,9538000,0.0,0.0
2016-02-02 00:00:00+09:00,532.1113615582702,535.4898463935609,525.3543918876891,530.422119140625,9922500,0.0,0.0
2016-02-03 00:00:00+09:00,521.9757046169705,523.664946379485,498.3263199417679,501.7048034667969,17557000,0.0,0.0
2016-02-04 00:00:00+09:00,496.6370781792535,510.1510122793692,494.947836416739,501.7048034667969,7523000,0.0,0.0
2016-02-05 00:00:00+09:00,501.7048873901367,513.5295817057292,496.6371612548828,506.7726135253906,11378500,0.0,0.0
2016-02-08 00:00:00+09:00,498.32640329996747,510.15109761555993,491.5694351196289,506.7726135253906,8337500,0.0,0.0
2016-02-09 00:00:00+09:00,493.2587938581194,494.948036302839,466.2309147426061,472.9878845214844,13941500,0.0,0.0
2016-02-10 00:00:00+09:00,472.98788645010455,474.677128901712,447.64924967599177,454.4062194824219,15193000,0.0,0.0
2016-02-12 00:00:00+09:00,413.86436584472654,437.5137581787109,413.86436584472654,422.3105773925781,19424500,0.0,0.0
2016-02-15 00:00:00+09:00,440.8922154050032,461.1631218604056,440.8922154050032,457.7846374511719,10805000,0.0,0.0
2016-02-16 00:00:00+09:00,449.33844281625056,483.1232881407807,449.33844281625056,466.2308654785156,13953000,0.0,0.0
2016-02-17 00:00:00+09:00,462.8522924804688,472.987744140625,451.0275988769532,464.5415344238281,10298000,0.0,0.0
2016-02-18 00:00:00+09:00,483.12330227033465,483.12330227033465,467.9201214296598,476.3663330078125,10323500,0.0,0.0
2016-02-19 00:00:00+09:00,467.920056847965,471.2985410129323,452.7168781056124,459.4738464355469,10295500,0.0,0.0
2016-02-22 00:00:00+09:00,457.7846926734561,462.8524198986235,454.4062078566778,461.1631774902344,5370500,0.0,0.0
2016-02-23 00:00:00+09:00,466.2308572748656,478.05555293038753,464.5416150383624,471.298583984375,20476500,0.0,0.0
2016-02-24 00:00:00+09:00,461.1632050006059,466.2309325280851,452.71699245480727,462.8524475097656,23164500,0.0,0.0
2016-02-25 00:00:00+09:00,464.54167229788646,474.677126966204,457.7847025190081,472.9878845214844,18364000,0.0,0.0
2016-02-26 00:00:00+09:00,479.7448912726508,496.6373170216878,478.05564869774713,486.5018615722656,25353500,0.0,0.0
2016-02-29 00:00:00+09:00,493.2586511998744,500.01561902453017,483.1231994628907,483.1231994628906,16472500,0.0,0.0
2016-03-01 00:00:00+09:00,435.824535459984,435.824535459984,415.5536268339382,429.0675659179688,39448000,0.0,0.0
2016-03-02 00:00:00+09:00,437.51379101093,440.89227588360126,429.06757882925183,439.2030334472656,28922500,0.0,0.0
2016-03-03 00:00:00+09:00,435.8245371038264,445.9599914550781,435.8245371038264,445.9599914550781,18827500,0.0,0.0
2016-03-04 00:00:00+09:00,447.6491318887739,464.5415519600484,444.270647874519,452.71685791015625,24294000,0.0,0.0
2016-03-07 00:00:00+09:00,454.4061861391421,466.2308824327257,451.02770148383246,456.0954284667969,9028500,0.0,0.0
2016-03-08 00:00:00+09:00,459.47391312210647,464.5416401050709,449.3384591561776,456.0954284667969,10961500,0.0,0.0
2016-03-09 00:00:00+09:00,452.7169770308144,457.78470438563687,449.3384921275993,454.4062194824219,6829000,0.0,0.0
2016-03-10 00:00:00+09:00,459.4739350818453,464.54166230701264,457.7846926734561,461.1631774902344,5482000,0.0,0.0
2016-03-11 00:00:00+09:00,457.78455951059465,476.36622059774055,454.40607567656815,469.6092529296875,10203500,0.0,0.0
2016-03-14 00:00:00+09:00,478.05569135639024,481.4341768076722,471.2987204538264,479.7449340820313,13602000,0.0,0.0
2016-03-15 00:00:00+09:00,478.0556088919317,483.1233361946731,472.9878815891904,474.6771240234375,6209500,0.0,0.0
2016-03-16 00:00:00+09:00,469.6092529296875,474.6769786807273,466.230769095661,469.6092529296875,7923000,0.0,0.0
2016-03-17 00:00:00+09:00,472.9878815891904,478.0556088919317,467.9201542864491,474.6771240234375,9389500,0.0,0.0
2016-03-18 00:00:00+09:00,472.9878815891904,476.3663664576847,466.230911852202,474.6771240234375,7918500,0.0,0.0
2016-03-22 00:00:00+09:00,481.4339575067267,488.1909253313825,476.36623163823486,483.1231994628906,7596000,0.0,0.0
2016-03-23 00:00:00+09:00,483.12330227033465,484.8125445859652,476.3663330078125,476.3663330078125,6496500,0.0,0.0
2016-03-24 00:00:00+09:00,479.7448513261788,479.7448513261788,467.9201542864491,474.6771240234375,5783500,0.0,0.0
2016-03-25 00:00:00+09:00,474.677126966204,479.7448543003627,469.6093996320452,472.9878845214844,6998000,0.0,0.0
2016-03-28 00:00:00+09:00,474.67720590510834,479.7449340820313,472.9879631794674,479.7449340820313,5958000,0.0,0.0
2016-03-29 00:00:00+09:00,484.9219665527344,490.0990693984931,481.4705646555619,484.9219665527344,6498500,12.0,0.0
2016-03-30 00:00:00+09:00,481.470474738937,483.1961753652414,478.0190734863281,478.0190734863281,4863500,0.0,0.0
2016-03-31 00:00:00+09:00,483.1961889907244,491.8246923655588,481.4704883157575,488.373291015625,8175000,0.0,0.0
2016-04-01 00:00:00+09:00,483.196308665032,484.9220097674071,469.3906998460311,472.8421020507813,11102500,0.0,0.0
2016-04-04 00:00:00+09:00,465.9391324660357,474.5676349191105,462.4877314848058,469.3905334472656,6079500,0.0,0.0
2016-04-05 00:00:00+09:00,471.1162579139967,472.8419584924362,457.3106532864803,460.7620544433594,5542500,0.0,0.0
2016-04-06 00:00:00+09:00,455.58496002652754,464.21346305733294,452.1335588142053,462.4877624511719,5921000,0.0,0.0
2016-04-07 00:00:00+09:00,459.0364074707031,464.2135098105983,452.133604350843,459.0364074707031,7273000,0.0,0.0
2016-04-08 00:00:00+09:00,448.6821503942825,465.9391561786781,445.2307492374035,460.7620544433594,9170500,0.0,0.0
2016-04-11 00:00:00+09:00,453.8592521296012,464.2134556002385,450.4078509727221,460.7620544433594,7655500,0.0,0.0
2016-04-12 00:00:00+09:00,460.7620681930375,472.8419726025928,459.036367563101,471.11627197265625,7903000,0.0,0.0
2016-04-13 00:00:00+09:00,476.2934104864546,484.921914299615,474.5677097238225,479.7448120117188,8442500,0.0,0.0
2016-04-14 00:00:00+09:00,490.0990489422251,505.6303568312393,488.373348065668,502.178955078125,11469000,0.0,0.0
2016-04-15 00:00:00+09:00,491.8247157969373,497.00181806848406,484.9219127682084,486.6476135253906,9449500,0.0,0.0
2016-04-18 00:00:00+09:00,469.3905859375,478.0190893554688,469.3905859375,474.5676879882813,5105500,0.0,0.0
2016-04-19 00:00:00+09:00,484.9219665527344,486.6476675013206,478.0191627583894,484.9219665527344,7012000,0.0,0.0
2016-04-20 00:00:00+09:00,484.921860124048,486.6475606938844,478.0190578447021,481.470458984375,8139000,0.0,0.0
2016-04-21 00:00:00+09:00,490.0990693984931,490.0990693984931,481.4705646555619,484.9219665527344,8272000,0.0,0.0
2016-04-22 00:00:00+09:00,479.74478764079066,488.373291015625,479.74478764079066,488.373291015625,7537000,0.0,0.0
2016-04-25 00:00:00+09:00,490.0989758943257,495.2760777523644,483.1961734169408,491.8246765136719,8202500,0.0,0.0
2016-04-26 00:00:00+09:00,488.3732612637209,490.0989618335574,474.5676567050292,481.470458984375,7546500,0.0,0.0
2016-04-27 00:00:00+09:00,478.0192053579066,483.196308665032,469.3906998460311,472.8421020507813,7919000,0.0,0.0
2016-04-28 00:00:00+09:00,478.01911440248847,484.9219174985533,465.939208984375,465.939208984375,8574000,0.0,0.0
2016-05-02 00:00:00+09:00,445.2307898998261,446.9564906358719,431.42518401145935,441.7793884277344,10667000,0.0,0.0
2016-05-06 00:00:00+09:00,443.5050891637802,450.4078921079636,440.0536876916885,441.7793884277344,5986000,0.0,0.0
2016-05-09 00:00:00+09:00,441.7793898809524,443.50509062267486,431.4251854306176,434.8765869140625,8222000,0.0,0.0
2016-05-10 00:00:00+09:00,436.6022633355879,443.5050659179688,433.1508620443975,443.5050659179688,7586000,0.0,0.0
2016-05-11 00:00:00+09:00,452.1336386037427,459.036442246548,441.7794331395349,445.2308349609375,6630500,0.0,0.0
2016-05-12 00:00:00+09:00,440.0536876916885,441.7793884277344,436.60228621959686,441.7793884277344,7269500,0.0,0.0
2016-05-13 00:00:00+09:00,443.5050996221213,445.2308003988611,429.6994934082031,429.6994934082031,8244500,0.0,0.0
2016-05-16 00:00:00+09:00,429.6994934082031,433.1508949616827,426.2480918547236,429.6994934082031,4776000,0.0,0.0
2016-05-17 00:00:00+09:00,433.1508409423829,433.1508409423829,427.9737392578125,431.4251403808594,4809500,0.0,0.0
2016-05-18 00:00:00+09:00,427.9737781107667,431.4251795471439,421.0709752380124,426.2480773925781,13466000,0.0,0.0
2016-05-19 00:00:00+09:00,422.7966846403528,426.248086147621,417.61958237945055,421.0709838867188,9681500,0.0,0.0
2016-05-20 00:00:00+09:00,417.61958237945055,424.5223853939869,412.44248011854825,421.0709838867188,9739500,0.0,0.0
2016-05-23 00:00:00+09:00,421.0709895245043,429.6994934082031,419.3452887477645,429.6994934082031,7380000,0.0,0.0
2016-05-24 00:00:00+09:00,426.2481454418552,429.6995474292386,421.07104246078,427.9738464355469,6593000,0.0,0.0
2016-05-25 00:00:00+09:00,433.15087890625,434.8765796190239,427.97377676792826,433.15087890625,4994000,0.0,0.0
2016-05-26 00:00:00+09:00,438.3279810445717,440.0536817573456,433.15087890625,433.15087890625,4763500,0.0,0.0
2016-05-27 00:00:00+09:00,436.602287655785,438.32798839750745,431.4251854306176,434.8765869140625,6185000,0.0,0.0
2016-05-30 00:00:00+09:00,438.3279869556427,443.5050891637802,436.60228621959686,441.7793884277344,4214500,0.0,0.0
2016-05-31 00:00:00+09:00,441.77933429118775,450.4078369140625,440.0536337666128,450.4078369140625,5831500,0.0,0.0
2016-06-01 00:00:00+09:00,448.6821528416054,450.4078534294577,436.6022487266391,440.05364990234375,9536500,0.0,0.0
