Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-01-29 00:00:00+09:00,8550.0,8560.0,8058.0,8257.0,4502700,0.0,0.0
2026-01-30 00:00:00+09:00,8311.0,8386.0,8052.0,8333.0,2114000,0.0,0.0
