出版社,発売日,シリーズ名・書名,著者,予価,
秋田書店,7,少年チャンピオン・コミックス,魔入りました！入間くん（34）,西修,561,
秋田書店,7,少年チャンピオン・コミックス,魔界の主役は我々だ！（15）,津田沼篤／西修ほか,561,
秋田書店,7,少年チャンピオン・コミックス,もういっぽん！（25）,村岡ユウ,550,
秋田書店,7,少年チャンピオン・コミックス,あっぱれ！浦安鉄筋家族（17）,浜岡賢次,550,
秋田書店,7,少年チャンピオン・コミックス,SANDA（10）,板垣巴留,550,
秋田書店,7,少年チャンピオン・コミックス,バキ道（17）（完）,板垣恵介,561,
秋田書店,7,少年チャンピオン・コミックス,ナインピークス NINE PEAKS（6）,平川哲弘,550,
秋田書店,7,少年チャンピオン・コミックス,金四郎の妻ですが（3）,神楽坂淳／迫ミサキ,693,
秋田書店,7,少年チャンピオン・コミックス,WORST外伝 ゼットン先生（10）,髙橋ヒロシ／鈴木大ほか,726,
秋田書店,7,少年チャンピオン・コミックス,WORST外伝 サブロクサンタ 名もなきカラスたち（5）,髙橋ヒロシ／キタハラタケヨ,726,
秋田書店,7,少年チャンピオン・コミックス,ニーディガール オーバードーズ ラン ウィズ マイシック（1）,盆ノ木至／大倉ナタほか,726,
秋田書店,7,少年チャンピオン・コミックス,ダーウィンズゲーム（29）,FLIPFLOPs,561,
秋田書店,14,A.L.C.DX,翔子の事件簿シリーズ！！ 翔子の休暇,大谷博子,693,
秋田書店,14,A.L.C.DX,しあわせは食べて寝て待て（4）,水凪トリ,748,
秋田書店,14,A.L.C.DX,貼りまわれ！こいぬ[新装版]（1）,うかうか,1100,
秋田書店,14,A.L.C.DX,貼りまわれ！こいぬ（4）,うかうか,1100,
秋田書店,14,MIU恋愛MAXCOMICS,今夜も夫を裏切ってます ～性の道具は年下隠れイケメン～（3）（完）,克本かさね,748,
秋田書店,14,MIU恋愛MAXCOMICS,新米秘書は俺様ボスに抱かれたい,ミヤケ円,748,
秋田書店,14,プリンセス・コミックス,刀剣乱舞 あうとどあ異聞 刀剣野営（1）,ikra／「刀剣乱舞ONLINE」より（DMM GAMES／NITRO PLUS）,693,
秋田書店,14,プリンセス・コミックス,茉莉花官吏伝 ～後宮女官、気まぐれ皇帝に見初められ～（8）,石田リンネ／高瀬わか,693,
秋田書店,14,プリンセス・コミックス,妖精国の騎士 Ballad ～継ぐ視の守護者～（6）,中山星香,693,
