出版社,発売日,シリーズ名・書名,著者,予価,
KADOKAWA,8,ドラゴンコミックスエイジ,ボクの理想の異世界生活 転生したらケモ耳娘だらけの世界でハーレムに（1）,イチリ／空維深夜,759,
KADOKAWA,8,ドラゴンコミックスエイジ,宇崎ちゃんは遊びたい！（11）,丈,759,
KADOKAWA,8,ドラゴンコミックスエイジ,宇崎ちゃんは遊びたい！ If 宇崎家コミックアンソロジー,丈／ドラドラしゃーぷ＃編集部,759,
KADOKAWA,8,ドラゴンコミックスエイジ,王子様の友達（1）,すけろく,759,
KADOKAWA,8,ドラゴンコミックスエイジ,黄昏のアサイラム（2） 超常存在収容課―,一森湧水,759,
KADOKAWA,8,ドラゴンコミックスエイジ,ストラテジックラバーズ（6）,三色網戸。,737,
KADOKAWA,8,ドラゴンコミックスエイジ,トリニティセブン 7人の魔書使い（30）,サイトウケンジ／奈央晃徳,737,
KADOKAWA,8,ドラゴンコミックスエイジ,終末の花嫁様（2） sweet home†melty life―,馬かのこ,737,
KADOKAWA,8,ドラゴンコミックスエイジ,村人ですが何か？（13）,鯖夢／白石新ほか,737,
KADOKAWA,8,ドラゴンコミックスエイジ,幼馴染のS級パーティーから追放された聖獣使い。万能支援魔法と仲間を増やして最強へ！（5）,黒田高祥／かなりつほか,737,
KADOKAWA,8,角川コミックス・エース,先輩、美味しいですか？（3）,みかん氏,748,
KADOKAWA,8,BRIDGE COMICS,DETROIT： BECOME HUMAN TOKYO STORIES―（2）,墨田モト／猿渡かざみほか,748,
KADOKAWA,8,BRIDGE COMICS,白月光プロジェクト（1） ～あの時の彼女を取り戻す～,CAUSTICSODA,748,
KADOKAWA,8,BRIDGE COMICS,新版 超訳百人一首 うた恋い。（4）,杉田圭／渡部泰明,748,
KADOKAWA,8,単行本コミックス,プライベートは本人たちに任せております。 芸能人×百合アンソロジー,コミックニュータイプ,未定,
KADOKAWA,8,単行本コミックス,カードファイト！！ ヴァンガード Youthquake（3）,Quily／伊藤彰,990,
KADOKAWA,8,電撃コミックスNEXT,男女の友情は成立する？（いや、しないっ！！）（3）,七菜なな／Kamelieほか,759,
KADOKAWA,8,電撃コミックスNEXT,左遷された無能王子は実力を隠したい（3） ～二度転生した最強賢者、今世では楽したいので手を抜いてたら、王家を追放された。今更帰ってこいと言われても遅い、領民に実力がバレて、実家に帰してくれないから……～,茨木野／七桃りおほか,759,
KADOKAWA,11,単行本コミックス,ぐだぐだ太閤伝ZIPANG,経験値／TYPE-MOON,未定,
KADOKAWA,11,単行本コミックス,鍋に弾丸を受けながら（4）,青木潤太朗／森山慎,946,
KADOKAWA,11,単行本コミックス,毎月庭つき大家つき（4）,ヨドカワ,946,
KADOKAWA,12,ビームコミックス,王様ランキング（18）,十日草輔,未定,
KADOKAWA,12,ビームコミックス,雨がしないこと（上）,オカヤイヅミ,未定,
KADOKAWA,12,ビームコミックス,雨がしないこと（下）,オカヤイヅミ,未定,
KADOKAWA,12,ビームコミックス,アウト・オブ・ザ・コクーン,原百合子,未定,
KADOKAWA,12,ビームコミックス,ファミレス行こ。（上）,和山やま,814,
KADOKAWA,12,ビームコミックス,スイもアマイも,市ヶ谷茅,未定,
KADOKAWA,14,フロース コミック,王太子妃パドマの転生医療（3） 「戦場の天使」は救国の夢を見る,見雲のうり／さくら青嵐ほか,未定,
KADOKAWA,14,フロース コミック,聖女の魔力は万能です（9）,藤小豆／橘由華ほか,未定,
KADOKAWA,14,フロース コミック,聖女様に醜い神様との結婚を押し付けられました（1）,泉二羽／赤村咲ほか,未定,
KADOKAWA,14,フロース コミック,呪われた龍にくちづけを（1）,みどりわたる／綾束乙ほか,未定,
KADOKAWA,14,フロース コミック,お飾り王妃になったので、こっそり働きに出ることにしました ～うさぎがいるので独り寝も寂しくありません！～（4）,封宝／富樫聖夜ほか,未定,
KADOKAWA,14,フロース コミック,人生に疲れた最強魔術師は諦めて眠ることにした（1）,山鵺アヤ／白崎まことほか,未定,
KADOKAWA,14,フロース コミック,悪役令嬢、セシリア・シルビィは死にたくないので男装することにした。（6）,秋山シノ／秋桜ヒロロほか,未定,
KADOKAWA,14,フロース コミック,私と陛下の後宮生存戦略（1） 不幸な妃は巻き戻れない―,あるてぃ／かざなみほか,未定,
KADOKAWA,14,フロース コミック,私の上に浮かぶ『悪役令嬢(破滅する)』って何でしょうか？（1）,未定／ひとまるほか,未定,
KADOKAWA,14,フロース コミック,異世界で溺愛ヤンデレが離してくれません！アンソロジーコミック,未定,未定,
KADOKAWA,14,フロース コミック,異世界で姉に名前を奪われました（3）,NiKrome／琴子,未定,
KADOKAWA,14,フロース コミック,魔法世界の受付嬢になりたいです（7）,よね／まこほか,未定,
KADOKAWA,14,MFC,プロ奢ラレヤー ～働かずに生きるコツ～（2）,萬田ひろし／プロ奢ラレヤー,未定,
KADOKAWA,14,MFC,円満解決！閻魔ちゃん （2）,篠原九／Plott、羊太郎,未定,
KADOKAWA,14,PommeComics,異世界で奴隷になったら国王陛下が絶倫に覚醒しました！（1）,宮崎うの／すずね凜ほか,未定,
KADOKAWA,15,フルールコミックス,スモークブルーの雨のち晴れ（4）,波真田かもめ,未定,
KADOKAWA,15,フルールコミックス,いっぱい食べてもいいですよ,しののめ,未定,
KADOKAWA,15,フルールコミックス,推し配信者の密接ASMR（2）,加太ブリコ,未定,
KADOKAWA,15,フルールコミックス,嘘つきΩにお仕置きを（2）,宮野川ゆきたろ,未定,
KADOKAWA,15,ハルタコミックス,ダンジョン飯（13）,九井諒子,未定,
KADOKAWA,15,ハルタコミックス,ダンジョン飯（14）,九井諒子,未定,
KADOKAWA,15,ハルタコミックス,ハルタ 2023-DECEMBER volume 110,ハルタ編集部,未定,
KADOKAWA,15,ハルタコミックス,煙と蜜 第五集,長蔵ヒロコ,未定,
KADOKAWA,15,ハルタコミックス,花園に幹が立つ（2）,野澤佑季恵,未定,
KADOKAWA,15,ハルタコミックス,開花アパートメント（1）,飴石,未定,
KADOKAWA,15,ハルタコミックス,贋 まがいもの（1）,黒川裕美,未定,
KADOKAWA,15,B\'s-LOVEY COMICS,龍の嫁,梅本ゆかり,未定,
KADOKAWA,15,B\'s-LOVEY COMICS,ただいまテディベア,いらぎなのり,未定,
KADOKAWA,15,PommeComics,田部さんは食べられたい（6）,栗崎三号,748,
KADOKAWA,15,PommeComics,麦谷くんは溺れたい,栗崎三号,748,
KADOKAWA,20,青騎士コミックス,青騎士 第17A号,あすか編集部,未定,
KADOKAWA,20,青騎士コミックス,青騎士 第17B号,あすか編集部,未定,
KADOKAWA,20,青騎士コミックス,ダブルロード（3）,加藤勇気,未定,
KADOKAWA,20,青騎士コミックス,夜な夜な夜な（2）,柴田康平,未定,
KADOKAWA,20,青騎士コミックス,競煙の機械箒（3）,ヤスヒロ,未定,
KADOKAWA,20,青騎士コミックス,お姉さまと巨人 お嬢さまが異世界転生（4）,Be-con,未定,
KADOKAWA,20,青騎士コミックス,宝石商のヒストリティカ（3）,佐々木つかさ,未定,
KADOKAWA,20,単行本コミックス,小説 劇場版 PSYCHO-PASS サイコパス PROVIDENCE,深見真,未定,
KADOKAWA,20,単行本コミックス,チンカルボー（上）,難兎かなる／amほか,未定,
KADOKAWA,20,単行本コミックス,チンカルボー（下）,難兎かなる／amほか,未定,
KADOKAWA,21,MFコミックス アライブシリーズ,世界の終わりの世界録（11）,雨水龍／細音啓ほか,715,
KADOKAWA,21,MFC,日本国召喚（8）,高野千春／みのろうほか,未定,
KADOKAWA,21,MFC,成長チートでなんでもできるようになったが、無職だけは辞められないようです（21）,橋本良太／時野洋輔ほか,未定,
KADOKAWA,21,MFC,辺境の錬金術師 ～今更予算ゼロの職場に戻るとかもう無理～（5）,ぐんたお／御手々ぽんたほか,未定,
KADOKAWA,21,MFC,ダンジョンに潜むヤンデレな彼女に俺は何度も殺される（2）,野村エージ／北川ニキタほか,未定,
KADOKAWA,21,MFC,異世界薬局（10）,高野聖／高山理図ほか,未定,
KADOKAWA,21,MFC,四度目は嫌な死属性魔術師（11）,児嶋建洋／デンスケほか,未定,
KADOKAWA,21,MFC,RTA走者はゲーム世界から帰れない（2）,小出よしと,未定,
KADOKAWA,22,あすかコミックスDX,明治浪漫綺話（6）,音中さわき,未定,
KADOKAWA,22,あすかコミックスDX,八王子名物 天狗の恋（2）,七尾朋,未定,
KADOKAWA,22,MFC,蝶と帝国（1）,箕田海道／未定,未定,
KADOKAWA,22,MFC,入味 この娘と食卓を囲む日から（2）,ZCloud／伊実ほか,未定,
KADOKAWA,22,MFC,最後の竜騎士の英雄譚 パンジャール猟兵団戦記（3）,蒼木雅彦／よしふみ,未定,
KADOKAWA,22,MFC,便利屋斎藤さん、異世界に行く（10）,一智和智／桝田省治,未定,
KADOKAWA,22,MFC,俺だけレベルアップな件（15）,DUBU（REDICE STUDIO）／Chugongほか,未定,
KADOKAWA,22,MFC,チグハグトリック（1）,未定,未定,
KADOKAWA,22,MFC,塔の管理をしてみよう（19）,盧恩＆雪笠(Friendly Land)／早秋ほか,未定,
KADOKAWA,22,MFC,JC、殺人鬼やめました（3）,洋介犬,未定,
KADOKAWA,22,MFC,リコリス・リコイル 公式コミックアンソロジー リピート（3）,Spider Lily／久川はるほか,未定,
KADOKAWA,22,シルフコミックス,ドラマティック・アイロニー（11）,なま子,未定,
KADOKAWA,22,シルフコミックス,篠崎くんのメンテ事情（10）,鰤尾みちる,未定,
KADOKAWA,22,シルフコミックス,彼女と彼の関係（2） ～平凡な早川さんと平凡な三浦くんの非凡な関係～,宇佐見よし／六つ花えいこほか,未定,
KADOKAWA,25,ドラゴンコミックスエイジ,魔のものたちは企てる（1）,加藤拓弐／ガしガし,759,
KADOKAWA,26,MFコミックス ジーンシリーズ,青春鉄道 Histories（3）,青春,748,
KADOKAWA,26,電撃コミックス,はたらく魔王さま！（22）,和ヶ原聡司／柊暁生ほか,737,
KADOKAWA,26,単行本コミックス,キス、してもいいですか？ 泡沫 創作男女短編集（下）,泡沫,未定,
KADOKAWA,26,単行本コミックス,Fate/stay night[Unlimited Blade Works] （4）,森山大輔／TYPE-MOON,未定,
KADOKAWA,26,角川コミックス・エース,異世界転移、地雷付き。（3）,レルシー／いつきみずほほか,未定,
KADOKAWA,26,角川コミックス・エース,一億年ボタンを連打した俺は、気付いたら最強になっていた ～落第剣士の学院無双～（6）,月島秀一／士土幽太郎ほか,未定,
KADOKAWA,26,角川コミックス・エース,機動戦士ガンダム ジオン軍事技術の系譜 ジオン軍の戦術,岡嶋裕史／サンライズ,未定,
KADOKAWA,26,角川コミックス・エース,機動戦士ムーンガンダム（12）,福井晴敏／虎哉孝征ほか,未定,
KADOKAWA,26,角川コミックス・エース,機動戦士ガンダム ポケットの中の戦争（4）,玉越博幸／矢立肇ほか,未定,
KADOKAWA,26,角川コミックス・エース,機動戦士ガンダムF90FF（10）,今ノ夜きよし／イノノブヨシほか,未定,
KADOKAWA,26,角川コミックス・エース,新装版 機動戦士ガンダムSEED DESTINY THE EDGE（1）,久織ちまき／矢立肇ほか,未定,
KADOKAWA,26,角川コミックス・エース,新装版 機動戦士ガンダムSEED DESTINY THE EDGE（2）,久織ちまき／矢立肇ほか,未定,
KADOKAWA,26,角川コミックス・エース,オーバーロード（19）,深山フギン／丸山くがねほか,748,
KADOKAWA,26,角川コミックス・エース,オーバーロード 不死者のOh！（12）,じゅうあみ／丸山くがねほか,未定,
KADOKAWA,26,角川コミックス・エース,元シスター令嬢の身代わりお妃候補生活 ～神様に無礼な人はこの私が許しません～（1）,狭山ひびき／未定,未定,
KADOKAWA,26,角川コミックス・エース,聖剣学院の魔剣使い（8）,蛍幻飛鳥／志瑞祐ほか,未定,
KADOKAWA,26,角川コミックス・エース,異世界チート魔術師（16）,内田健（ヒーロー文庫/イマジカインフォス）／鈴羅木かりんほか,未定,
KADOKAWA,26,角川コミックス・エース,真の仲間じゃないと勇者のパーティーを追い出されたので、辺境でスローライフすることにしました（12）,池野雅博／ざっぽんほか,未定,
KADOKAWA,26,角川コミックス・エース,ネクストライフ（8）,相野仁（ヒーロー文庫/主婦の友インフォス）／市倉とかげほか,未定,
KADOKAWA,26,角川コミックス・エース,ミミクリー・ガールズ（2）,あさなや／ひたきほか,未定,
KADOKAWA,26,角川コミックス・エース,アストラル・オンライン（1） 魔王の呪いで最強美少女になったオレ、最弱職だがチートスキルで超成長して無双する,さよなか／神無フムほか,未定,
KADOKAWA,26,角川コミックス・エース,神様の用心棒（2）,冬野ケイ／霜月りつほか,未定,
KADOKAWA,26,角川コミックス・エース,死亡遊戯で飯を食う。（1）,万歳寿大宴会／鵜飼有志ほか,未定,
KADOKAWA,26,角川コミックス・エース,Dジェネシス ダンジョンが出来て3年（5）,平未夜／之貫紀ほか,未定,
KADOKAWA,26,角川コミックス・エース,すべての人類を破壊する。それらは再生できない。（14）,横田卓馬／伊瀬勝良,未定,
KADOKAWA,26,電撃コミックスNEXT,はらぺこガールは満たされたい！（1） Happy▽Table,小野ミサオ／月見秋水ほか,未定,
KADOKAWA,26,電撃コミックスNEXT,先生とイイコトしちゃう アンソロジーコミック（仮）,柊裕一,未定,
KADOKAWA,26,電撃コミックスNEXT,RWBY 氷雪帝国 THE COMIC（3）,Team RWBY Project／スエカネクミコ,未定,
KADOKAWA,26,電撃コミックスNEXT,人妻といちゃいちゃアンソロジーコミック(仮),未定,未定,
KADOKAWA,26,電撃コミックスNEXT,シルフの花姫（2）,かめじろ,未定,
KADOKAWA,26,電撃コミックスNEXT,ブラック・ブラック・ロータス（1）,おぎしろ／みかみてれん,未定,
KADOKAWA,26,電撃コミックスNEXT,シンデレラコスプレイション（2）,ななつ藤,未定,
KADOKAWA,26,電撃コミックスNEXT,悪人面したB級冒険者 主人公とその幼馴染たちのパパになる（1）,未定／えんじほか,未定,
KADOKAWA,26,電撃コミックスNEXT,魔女リュシアンの証明（1）,トナミショウ,未定,
KADOKAWA,26,電撃コミックスEX,陰キャお嬢様の執事になりました。(仮),ひづき夜宵,未定,
KADOKAWA,26,電撃コミックスEX,風紀違反すぎるメイドと♂♀つくって人類救済！？（1）,九郎,未定,
KADOKAWA,27,MFコミックス ジーンシリーズ,#居酒屋新幹線 もう一杯！,天宮さろん/KADOKAWA/ジェイアール東日本企画／夏見こま,未定,
KADOKAWA,27,MFコミックスジーンシリーズ,魔王少女はパンケーキの夢を見る。（2）,笹木あおこ,726,
KADOKAWA,27,MFコミックス ジーンシリーズ,ピエタとトランジ（2）,キスガエ／藤野可織,759,
KADOKAWA,27,MFコミックス ジーンシリーズ,SERVAMP―サーヴァンプ―（21）,田中ストライク,726,
KADOKAWA,27,MFCジーンピクシブシリーズ,十色くんは近づきたいからあきらめない,はしこ,未定,
KADOKAWA,27,MFCジーンピクシブシリーズ,佐々木と宮野（10）,春園ショウ,未定,
KADOKAWA,27,MFCジーンピクシブシリーズ,ヘタレ召喚士の不本意な召喚（1）,Gene,未定,
KADOKAWA,27,MFCジーンピクシブシリーズ,見つめあった3秒後に,藍叉,未定,
KADOKAWA,27,MFCジーンピクシブシリーズ,佐原先生と土岐くん（7） afterschool,鳥谷コウ,未定,
KADOKAWA,27,MFC キューンシリーズ,ケイヤクシマイ（3）,ヒジキ,未定,
KADOKAWA,27,MFC キューンシリーズ,ギャングスタガールズ（2）,綾瀬れつ,未定,
KADOKAWA,27,MFC キューンシリーズ,魔王が田舎に嫁いだら（3）,隆原ヒロタ,未定,
KADOKAWA,27,電撃コミックスNEXT,ざつ旅 That\'s Journey―（10）,石坂ケンタ,未定,
KADOKAWA,27,電撃コミックスNEXT,リコリス・リコイル 公式コミックアンソロジー リロード（3）,いみぎむる／Spider Lily,759,
KADOKAWA,27,電撃コミックスNEXT,魔王城、空き部屋あります！（1）,堀部健和／仁木克人,未定,
KADOKAWA,27,電撃コミックスNEXT,異世界最強の大魔王、転生し冒険者になる（7）,オギノサトシ／月夜涙ほか,未定,
KADOKAWA,27,電撃コミックスNEXT,愚かな天使は悪魔と踊る（17）,アズマサワヨシ,未定,
KADOKAWA,27,電撃コミックスNEXT,転生王女と天才令嬢の魔法革命（6）,南高春告／鴉ぴえろほか,未定,
KADOKAWA,27,電撃コミックスNEXT,篠原君ちのおうちごはん！（1） ～ただ、隣に住んでいる女の同僚と毎晩、ご飯を食べる話～,七野りく／眞次ズンタロウ,未定,
